PRACTICE_CODE,YEAR,POSTCODE,depression,alzheimers,blood pressure,insomnia,social anxiety,ITEMS,depression_perc,depression_perc_trim,depression_perc_trim_zscore,alzheimers_perc,alzheimers_perc_trim,alzheimers_perc_trim_zscore,blood pressure_perc,blood pressure_perc_trim,blood pressure_perc_trim_zscore,insomnia_perc,insomnia_perc_trim,insomnia_perc_trim_zscore,social anxiety_perc,social anxiety_perc_trim,social anxiety_perc_trim_zscore,loneliness_prac,laua,msoa11,lat,long
-,2017,-,120704,5006,194909,9531,24937,2204457,5.475452685173718,5.475452685173718,-0.167335561221662,0.22708540016883977,0.22708540016883977,0.06689609567540639,8.841587747005272,8.841587747005272,0.06884919124924888,0.4323513681600503,0.4323513681600503,-0.25722922833679474,1.1312082748722248,1.1312082748722248,-0.20101348427084095,-0.4898329869046424,,,,
01A998,2017,BB98AS,1375,34,2186,32,260,26599,5.169367269446219,5.169367269446219,-0.38807285278684467,0.1278243542990338,0.1278243542990338,-0.6152811964419809,8.21835407346141,8.21835407346141,-0.3287297267275284,0.12030527463438476,0.12030527463438476,-1.3975771167856854,0.9774803564043761,0.9774803564043761,-0.518747309984873,-3.248408202726912,E07000122,E02005248,53.849027,-2.20275
03A998,2017,HD21GZ,754,33,954,45,145,11181,6.743582863786781,6.743582863786781,0.7471922359090856,0.29514354708881135,0.29514354708881135,0.5346296558606339,8.532331634022002,8.532331634022002,-0.12843429325576333,0.4024684733029246,0.4024684733029246,-0.36643391558682337,1.296842858420535,1.296842858420535,0.14132973110523836,0.9282834140323711,E08000034,E02002292,53.677039,-1.7675009999999998
06A998,2017,WV30XE,77,3,162,7,17,1720,4.476744186046512,4.476744186046512,-0.8875665746350286,0.1744186046511628,0.1744186046511628,-0.2950595097276788,9.418604651162791,9.418604651162791,0.43694508553040146,0.4069767441860465,0.4069767441860465,-0.34995879447879125,0.9883720930232558,0.9883720930232558,-0.49623563364737006,-1.5918754269584674,E08000031,E02002168,52.584545,-2.135549
06N998,2017,AL86JL,179,2,332,10,42,4144,4.31949806949807,4.31949806949807,-1.0009665606929978,0.04826254826254826,0.04826254826254826,-1.1620743207974074,8.011583011583012,8.011583011583012,-0.46063501127845485,0.2413127413127413,0.2413127413127413,-0.9553648539942471,1.0135135135135136,1.0135135135135136,-0.44427187979009347,-4.023312626553201,E07000241,E02004985,51.802665000000005,-0.207589
06Q998,2017,CM25PF,232,12,352,19,53,4057,5.718511215183633,5.718511215183633,0.007949110472622449,0.2957850628543259,0.2957850628543259,0.5390385101491865,8.676361843726891,8.676361843726891,-0.03655322623185862,0.46832634951934926,0.46832634951934926,-0.12576149045694027,1.3063840276066059,1.3063840276066059,0.16104997592146666,0.5457228798544767,E07000070,E02004489,51.750032,0.5092770000000001
06T998,2017,CO45JR,83,3,143,4,15,1412,5.878186968838527,5.878186968838527,0.12310125944593292,0.21246458923512748,0.21246458923512748,-0.03358627506650924,10.127478753541077,10.127478753541077,0.8891565281547101,0.28328611898017,0.28328611898017,-0.801976448924586,1.0623229461756374,1.0623229461756374,-0.34338969830195004,-0.16669463469240214,E07000071,E02004509,51.906851,0.902967
07J998,2017,PE305NU,89,1,161,9,13,1424,6.25,6.25,0.39123883559327916,0.0702247191011236,0.0702247191011236,-1.011138028514836,11.3061797752809,11.3061797752809,1.641084250828473,0.6320224719101124,0.6320224719101124,0.4724531047218467,0.9129213483146067,0.9129213483146067,-0.6521816323194701,0.841456530309293,E07000146,E02005559,52.749129,0.41014700000000004
99P998,2017,EX27JU,92,4,217,23,12,1851,4.970286331712588,4.970286331712588,-0.5316425386966807,0.21609940572663425,0.21609940572663425,-0.008605788010468978,11.723392760669908,11.723392760669908,1.9072365695143614,1.242571582928147,1.242571582928147,2.70365677619642,0.6482982171799028,0.6482982171799028,-1.199120149836965,2.8715248691666666,E07000041,E02004159,50.703702,-3.479582
A81001,2017,TS181HU,6068,308,6213,447,1463,92454,6.563263893395635,6.563263893395635,0.6171529753080521,0.3331386419192247,0.3331386419192247,0.795753147740333,6.720098643649815,6.720098643649815,-1.284510516379295,0.4834836783697839,0.4834836783697839,-0.07037022516716364,1.5824085491163173,1.5824085491163173,0.7315535518773736,0.7895789333793003,E06000004,E02002548,54.561625,-1.318986
A81002,2017,TS182AW,30702,1266,39332,630,8052,457981,6.7037715538417535,6.7037715538417535,0.7184818162700428,0.2764306816221634,0.2764306816221634,0.4060244031158813,8.588129201866453,8.588129201866453,-0.09283939909160645,0.13756029180249835,0.13756029180249835,-1.334520014642571,1.7581515390376456,1.7581515390376456,1.0947894109630787,0.7919362166148252,E06000004,E02002548,54.569163,-1.31388
A81004,2017,TS13BE,3889,104,4717,581,985,62322,6.24017200988415,6.24017200988415,0.3841512587005809,0.1668752607425949,0.1668752607425949,-0.34690157804324506,7.568755816565579,7.568755816565579,-0.7431273805443964,0.9322550624177658,0.9322550624177658,1.569629476201669,1.5805012676101537,1.5805012676101537,0.7276114712474734,1.5913632475620818,E06000002,E02002496,54.571808999999995,-1.2322549999999999
A81004,2017,TS58SB,8532,241,10492,1185,2275,135624,6.290921960714917,6.290921960714917,0.4207502148018513,0.17769716274405709,0.17769716274405709,-0.27252742916917133,7.736093906683183,7.736093906683183,-0.6363775375409678,0.8737391612104053,0.8737391612104053,1.355787720874554,1.6774317229988793,1.6774317229988793,0.9279529884280651,1.7955859573943311,E06000002,E02002510,54.538198,-1.262142
A81005,2017,TS147DJ,10865,450,18929,447,3376,193428,5.617077155323945,5.617077155323945,-0.06520131909838899,0.23264470500651405,0.23264470500651405,0.10510274045722752,9.786070269040676,9.786070269040676,0.6713621091145341,0.23109374030647062,0.23109374030647062,-0.992709388860534,1.745352275782203,1.745352275782203,1.0683351473458729,0.7868892889587116,E06000003,E02002532,54.532596999999996,-1.055444
A81006,2017,TS182AT,24904,791,28941,287,7936,330757,7.529394691571153,7.529394691571153,1.3138901758705044,0.2391483778121098,0.2391483778121098,0.14979960884563903,8.749928195019304,8.749928195019304,0.010376892578993322,0.08677065035660621,0.08677065035660621,-1.5201267617853156,2.3993445339025326,2.3993445339025326,2.4200444805037944,2.3739843960136158,E06000004,E02002548,54.568616000000006,-1.313593
A81007,2017,TS247PW,14790,389,13936,89,3247,195542,7.563592476296653,7.563592476296653,1.3385523322162884,0.1989342443055712,0.1989342443055712,-0.1265743549781941,7.126857657178509,7.126857657178509,-1.0250270909147086,0.04551451862004071,0.04551451862004071,-1.6708940480532086,1.6605128310030581,1.6605128310030581,0.8929840359160393,-0.5909591258137836,E06000001,E02002489,54.682342000000006,-1.214164
A81009,2017,TS56HF,14719,270,17771,945,3341,211024,6.975036014860869,6.975036014860869,0.9141075447319206,0.12794753203427098,0.12794753203427098,-0.6144346503156841,8.421317006596405,8.421317006596405,-0.19925375845007692,0.44781636211994846,0.44781636211994846,-0.20071362512000845,1.5832322389870346,1.5832322389870346,0.7332560021312592,0.6329615129774102,E06000002,E02002500,54.562284999999996,-1.241897
A81011,2017,TS247PW,19446,403,20001,490,5364,269272,7.221694049139903,7.221694049139903,1.0919880435467302,0.1496627944977569,0.1496627944977569,-0.4651952501547262,7.427805341810512,7.427805341810512,-0.8330437949171648,0.18197213226774414,0.18197213226774414,-1.1722204392033853,1.9920377907840399,1.9920377907840399,1.5781991539034237,0.19972771317487759,E06000001,E02002489,54.682342000000006,-1.214164
A81012,2017,TS36AL,14111,165,13395,368,2839,164267,8.590282893094779,8.590282893094779,2.0789628524016392,0.10044622474386213,0.10044622474386213,-0.8034389789791813,8.154407154206261,8.154407154206261,-0.3695233295841314,0.22402551942873491,0.22402551942873491,-1.0185396457368416,1.7282838305928763,1.7282838305928763,1.0330570895731117,0.9205179876745968,E06000002,E02002497,54.57171700000001,-1.216402
A81013,2017,TS122FF,13218,193,13724,478,3590,157961,8.36788827622008,8.36788827622008,1.9185802177997286,0.12218205759649534,0.12218205759649534,-0.6540582076262987,8.688220510125918,8.688220510125918,-0.028988237439190618,0.3026063395395066,0.3026063395395066,-0.7313722235350627,2.272712884826001,2.272712884826001,2.158314804342349,2.6624763535415257,E06000003,E02002524,54.565266,-0.936357
A81014,2017,TS232LA,4646,336,10343,259,985,107408,4.3255623417250115,4.3255623417250115,-0.996593235608209,0.31282586027111575,0.31282586027111575,0.6561523782878943,9.629636526143305,9.629636526143305,0.5715684668959751,0.24113660062565173,0.24113660062565173,-0.9560085462716381,0.9170639058543125,0.9170639058543125,-0.64361955284523,-1.3685004895412076,E06000004,E02002536,54.608291,-1.294798
A81015,2017,TS101TZ,5233,93,6912,139,1252,75673,6.915280218836309,6.915280218836309,0.8710139117392074,0.12289720243680044,0.12289720243680044,-0.6491433332528115,9.134037239173814,9.134037239173814,0.25541124268346693,0.183685066007691,0.183685066007691,-1.1659606576713322,1.6544870693642382,1.6544870693642382,0.8805296404007344,0.19185080389926512,E06000003,E02002515,54.616282,-1.073623
A81016,2017,TS13QY,11988,238,17105,823,2981,208490,5.7499160631205335,5.7499160631205335,0.030597105834085286,0.11415415607463188,0.11415415607463188,-0.7092304262300898,8.20423041872512,8.20423041872512,-0.337739617569918,0.39474315314883207,0.39474315314883207,-0.3946654900499933,1.429804786800326,1.429804786800326,0.41614319764717816,-0.9948952303687377,E06000002,E02002496,54.566667,-1.240007
A81017,2017,TS170EE,28283,767,36146,802,6557,406515,6.957430845110267,6.957430845110267,0.9014113583453303,0.18867692459072852,0.18867692459072852,-0.19706837935742103,8.891676813893707,8.891676813893707,0.10080246633904312,0.19728669298795862,0.19728669298795862,-1.1162545824208117,1.6129786108753674,1.6129786108753674,0.7947375380512882,0.4836284009574289,E06000004,E02002554,54.538149,-1.2921280000000002
A81018,2017,TS104NW,17241,271,23839,1055,3843,267535,6.4443904535855125,6.4443904535855125,0.5314259207198522,0.10129515764292522,0.10129515764292522,-0.797604638415897,8.91060982675164,8.91060982675164,0.11288038684564104,0.3943409273552993,0.3943409273552993,-0.3961353925543073,1.4364475676079764,1.4364475676079764,0.4298728843588077,-0.11956083904590337,E06000003,E02002519,54.599299,-1.068807
A81019,2017,TS37RL,19325,445,17708,925,4799,249199,7.754846528276598,7.754846528276598,1.4764775624484423,0.17857214515307043,0.17857214515307043,-0.26651406183860765,7.105967519933868,7.105967519933868,-1.0383535180874954,0.37118929048671945,0.37118929048671945,-0.48074122728509544,1.9257701676170451,1.9257701676170451,1.4412333662984307,1.1321021215356744,E06000002,E02002499,54.560832999999995,-1.203883
A81020,2017,TS43BU,11852,403,16539,936,3001,195063,6.075985707181783,6.075985707181783,0.26574627137218354,0.20659991900052804,0.20659991900052804,-0.07389156124138993,8.478799157195368,8.478799157195368,-0.1625842198672818,0.47984497316251673,0.47984497316251673,-0.08366758695404918,1.5384773124580264,1.5384773124580264,0.6407539103359666,0.5863568136454292,E06000002,E02002506,54.553175,-1.220329
A81021,2017,TS66TD,23422,836,31581,2054,5166,378351,6.190547930360961,6.190547930360961,0.34836423864825705,0.22095884509357713,0.22095884509357713,0.02479099075103823,8.347011108732367,8.347011108732367,-0.24665565556531358,0.5428821385433104,0.5428821385433104,0.14669677243787219,1.3653987963557648,1.3653987963557648,0.28302514110410604,0.5562214873759599,E06000003,E02006910,54.571137,-1.168042
