MSOA11CD,loneliness,ITEMS
E02005997,3.392163518552768,85193.0
E02005993,3.3916609129923834,405902.0
E02003150,3.3888842279242,250275.0
E02006671,3.386988198224347,679608.0
E02005528,3.378203815770416,107165.0
E02000420,3.374646844905437,422827.0
E02006544,3.3730230260537595,265424.0
E02003135,3.3659075275161325,178289.0
E02004653,3.3596865514959733,86469.0
E02003763,3.359347786982834,419486.0
E02000014,3.3521909648244423,84680.0
E02005579,3.3472338210086763,499260.0
E02006017,3.346923106545529,405249.0
E02004005,3.3456366385285463,779719.0
E02006286,3.342344251620887,385437.0
E02003972,3.33608857395687,291074.0
E02006329,3.334368271841215,163797.0
E02000219,3.3324366915119716,229289.0
E02003033,3.3199200431176132,142652.0
E02006854,3.3190025687467593,203780.0
E02002879,3.3169800983235715,107701.0
E02005644,3.3140462803477795,612795.0
E02004548,3.313245388515721,144117.0
E02003719,3.31115459617433,216293.0
E02000272,3.304852789689383,106209.0
E02000426,3.29857126159028,160475.0
E02000308,3.2859593090748422,79214.0
E02005921,3.282591247075766,104896.0
E02000429,3.28002724806015,136818.0
E02001825,3.2790182437610187,470501.0
E02004581,3.2768069294167277,262315.0
E02004649,3.2765937488367216,75734.0
E02006483,3.2730741440602737,466992.0
E02000968,3.266337859812783,303297.0
E02000109,3.2662527561529076,59349.0
E02005451,3.2637457250786794,195936.0
E02005631,3.2542784236127087,242326.0
E02000384,3.250663679111946,126400.0
E02003414,3.2487747083150023,157121.0
E02002652,3.2443844924939857,321541.0
E02000123,3.239798706358509,168427.0
E02005363,3.2377487196178794,418686.0
E02003417,3.2347665470077125,253705.0
E02002962,3.234154715114331,103098.0
E02001342,3.2311664641647018,91857.0
E02002309,3.2303093973731385,178148.0
E02003021,3.2253006485600326,196154.0
E02006517,3.216724122507312,116452.0
E02003039,3.2115663887250836,221137.0
E02001707,3.208325761133188,497062.0
E02005930,3.1985774985321953,250864.0
E02002995,3.1902993274690994,213662.0
E02000721,3.19018025933027,465307.0
E02001683,3.189811938588332,199760.0
E02002849,3.182109707741117,371761.0
E02004535,3.1806432209221165,235580.0
E02000036,3.165983543144561,153118.0
E02000319,3.163850835839288,59885.0
E02000585,3.1622003084041377,53220.0
E02005963,3.158569357505651,205113.0
E02004993,3.1584580922472965,157342.0
E02006665,3.1567992764402395,173917.0
E02006476,3.154047711850989,171516.0
E02000744,3.1505543947559933,93757.0
E02005495,3.1481068385189643,722777.0
E02000772,3.1361433555046423,59661.0
E02004632,3.131165450307313,405624.0
E02003430,3.1310642101266417,291693.0
E02003698,3.1238056962121474,297250.0
E02006486,3.1222784564525696,87925.0
E02003024,3.115656256658002,677672.0
E02000777,3.1151737330300704,60954.0
E02004435,3.114707114849149,55719.0
E02005682,3.1121521214949848,137698.0
E02000299,3.111109964477028,1532467.0
E02000121,3.110252869721095,305675.0
E02003257,3.109683138089175,94386.0
E02005649,3.1091079243968736,386796.0
E02005638,3.1074925737559735,278003.0
E02003879,3.1041058344990606,1118343.0
E02000119,3.096707632183156,359287.0
E02005462,3.0963398927334196,456603.0
E02000296,3.093955854822561,87800.0
E02000057,3.0854530952309154,110035.0
E02000972,3.0823646631680868,54524.0
E02003612,3.080093555662963,198997.0
E02002990,3.0776523842141312,191018.0
E02000294,3.077053460483013,137133.0
E02005627,3.0748515225497073,434577.0
E02001260,3.0679484615123687,187352.0
E02001355,3.0666517939865905,57986.0
E02001984,3.0659005421241865,151366.0
E02004307,3.065880263134278,88740.0
E02002539,3.065087564031949,112046.0
E02003987,3.0629112910242826,96849.0
E02001663,3.061711808782439,343703.0
E02003119,3.061358195110386,317214.0
E02002853,3.059533830767491,156902.0
E02003222,3.0434057955833973,60699.0
E02000421,3.034313186591276,141656.0
E02004291,3.033475407799979,278832.0
E02003679,3.0331350279670133,206886.0
E02001982,3.0321792174702256,65256.0
E02004015,3.03006074737337,253139.0
E02003293,3.0296352253660257,402281.0
E02004948,3.0239020556233003,78897.0
E02000894,3.017307674177524,95635.0
E02006805,3.0121291596124147,207738.0
E02004878,3.0079131841493574,185199.0
E02001724,3.006561521001559,32712.0
E02000583,3.002443104486036,104225.0
E02000885,2.9960009436292623,503651.0
E02004526,2.9939097307766183,187509.0
E02005368,2.9935880441481038,141160.0
E02000033,2.9908136002275425,125742.0
E02005561,2.9862205291113915,420194.0
E02003613,2.9858852679243624,255737.0
E02000408,2.9777565989624333,64599.0
E02005657,2.9727598920480673,200811.0
E02000253,2.971508599271748,208868.0
E02000703,2.9691859816458837,156797.0
E02005819,2.9687376747870426,219420.0
E02004854,2.9631465450676595,266036.0
E02006426,2.958546381440862,538787.0
E02004813,2.95386484973917,184954.0
E02005161,2.9499851857345796,304535.0
E02001520,2.940490056967018,142102.0
E02005082,2.9378041953007066,297632.0
E02005700,2.934475664389884,171838.0
E02004547,2.9332943451127775,382889.0
E02005534,2.9315079067157734,315273.0
E02006334,2.9312222577196274,64985.0
E02005661,2.9280628942944835,603875.0
E02002555,2.926962779417036,210848.0
E02000592,2.9264294407554035,115189.0
E02004617,2.923659014444796,287024.0
E02004858,2.9128226165924698,58873.0
E02004076,2.906572812631952,351143.0
E02004502,2.90147044732738,104673.0
E02004679,2.8997844957224066,134017.0
E02005809,2.897176248508261,198735.0
E02005936,2.8949954475929807,132883.0
E02000579,2.893685457505106,97136.0
E02004534,2.892406859463313,146724.0
E02005149,2.8843416751788604,114877.0
E02002730,2.879766334742062,62151.0
E02004912,2.8702012358156246,226727.0
E02004453,2.8661244604370477,211141.0
E02005944,2.862913737534044,235604.0
E02003726,2.8566487091378083,223457.0
E02000672,2.8558367147117143,234069.0
E02001348,2.8557926521708166,31951.0
E02005652,2.854247527248277,249922.0
E02003732,2.8505671363002607,258310.0
E02002526,2.842617161165981,249330.0
E02003659,2.8404285893073973,203358.0
E02005471,2.8363815336370095,481486.0
E02005145,2.8349099982358443,202801.0
E02001449,2.833049767452826,51193.0
E02000113,2.831479526616225,150604.0
E02002382,2.827850420403983,74521.0
E02005386,2.8266302940168777,908367.0
E02000951,2.8238249544988148,384919.0
E02004310,2.815079056641701,322638.0
E02005381,2.8139973713848576,368267.0
E02006484,2.8128670103747044,72848.0
E02004550,2.812742163678447,332189.0
E02002341,2.8126783610678388,81456.0
E02004497,2.807492563657759,337512.0
E02004976,2.8002043650379997,446626.0
E02003733,2.799061405723986,121997.0
E02006454,2.7908474735386917,369861.0
E02005569,2.790241923102964,167430.0
E02003368,2.789130284213525,117146.0
E02004957,2.785901478884403,208956.0
E02000394,2.7836374359021026,145024.0
E02000549,2.7783506179998256,279991.0
E02004832,2.7769886454781294,208162.0
E02004678,2.772613737757834,324458.0
E02004370,2.7701174886254614,202864.0
E02005522,2.7500735874723494,230921.0
E02000891,2.7455779150830124,405335.0
E02004436,2.7436203249453044,241706.0
E02000013,2.7420127958716187,407156.0
E02000788,2.740513462872704,321040.0
E02005961,2.7386721879313805,226906.0
E02003432,2.73779233042284,184678.0
E02005399,2.7372421006303487,344255.0
E02004197,2.7347053914117514,71874.0
E02000053,2.7338774744436334,72776.0
E02001057,2.731022095982185,353650.0
E02000882,2.730446866915905,267811.0
E02001532,2.728118609114393,567296.0
E02004348,2.7252326553592296,201837.0
E02002438,2.724595223696456,119984.0
E02000318,2.7245863864301203,413260.0
E02005939,2.723639109606302,145468.0
E02001809,2.7194619747695103,663368.0
E02000945,2.715507301621225,234164.0
E02006802,2.713998806735869,926152.0
E02001964,2.7122178584180365,302130.0
E02003822,2.710987384221728,121447.0
E02004754,2.7103152277743328,312114.0
E02005507,2.7043959498259382,351022.0
E02003415,2.703310682491998,70790.0
E02000477,2.7013117171111682,180305.0
E02006247,2.6948788722646206,143484.0
E02003810,2.694055611349105,167145.0
E02005825,2.694043598712967,136586.0
E02000964,2.6905061016442895,166380.0
E02006505,2.6842634055645673,127203.0
E02000052,2.6840587025018667,154112.0
E02006281,2.6829956294461836,231328.0
E02005098,2.6778209632745558,421144.0
E02000265,2.6757274207223856,146253.0
E02000112,2.675625732311322,163947.0
E02006624,2.6718963719954623,343694.0
E02000250,2.669809108075375,146421.0
E02000381,2.6635548913374887,253130.0
E02003148,2.663145798565033,401085.0
E02000575,2.663123657341362,208118.0
E02003609,2.662081163096689,366433.0
E02003950,2.652507585186237,164854.0
E02002630,2.649295410032945,735799.0
E02006910,2.6480189576668502,1091288.0
E02001352,2.646577952253239,401176.0
E02000710,2.645963474374073,87234.0
E02000797,2.645635653978261,357864.0
E02005371,2.643849069830784,90553.0
E02003747,2.6431372337989747,383610.0
E02000276,2.641343455449845,133200.0
E02003779,2.637908173427773,44622.0
E02005950,2.6360670475128787,428403.0
E02005194,2.635566040357336,7520.0
E02003610,2.6337045534405643,500777.0
E02000965,2.630582657077589,60825.0
E02004869,2.6296239386423297,29814.0
E02003328,2.621018305241011,394238.0
E02003046,2.6202352659083936,295110.0
E02004512,2.619910842257704,914812.0
E02006649,2.6197782067462256,398489.0
E02000637,2.6188182825066306,123492.0
E02006753,2.6178238509100678,123379.0
E02006024,2.6154784531944224,320960.0
E02005484,2.6110946099913726,150314.0
E02000506,2.6093886919058935,197626.0
E02005214,2.6066771243736557,237823.0
E02003755,2.6013007329459206,190093.0
E02005536,2.598680363615413,229456.0
E02000824,2.5962277662818267,121459.0
E02001988,2.5948837081927807,168810.0
E02005973,2.5940934501873203,302959.0
E02000523,2.587933438952497,267979.0
E02006572,2.5848538427028958,124867.0
E02006740,2.583542662007961,408024.0
E02000791,2.5827148622248464,179172.0
E02001602,2.578088947601982,226628.0
E02000270,2.576784511535511,162308.0
E02000593,2.5717495894932467,234796.0
E02000247,2.5689736379664296,89749.0
E02000001,2.5675239754343977,91347.0
E02004494,2.5670053906998804,340956.0
E02002627,2.5656982570541316,86985.0
E02006495,2.5650690194889942,118841.0
E02006826,2.554163659319791,75444.0
E02003639,2.5540742792761657,905398.0
E02003984,2.5518295633404176,721877.0
E02004618,2.5516395161916408,74042.0
E02006682,2.548988165411894,484471.0
E02005979,2.5485183787759405,252582.0
E02005390,2.5469561407125325,268990.0
E02005733,2.5442127939653467,249181.0
E02005327,2.5404180356834596,236513.0
E02000953,2.5379551514505,182557.0
E02004271,2.535092741906685,310052.0
E02004916,2.531520048023794,275679.0
E02005641,2.5300319266411995,467032.0
E02005588,2.529659821347683,266222.0
E02005499,2.529333306414522,234136.0
E02004404,2.5285137779237643,127787.0
E02005701,2.528467079150006,201152.0
E02004311,2.5263357778805524,175463.0
E02000094,2.5263223599974762,120365.0
E02000610,2.524437439822157,623300.0
E02006799,2.5239523190291226,529143.0
E02000067,2.5235945109658053,236395.0
E02000922,2.5211272149452886,180397.0
E02005181,2.5201338072366677,151778.0
E02005154,2.518596111301495,270992.0
E02001395,2.5151647905384755,76571.0
E02003308,2.507416813947125,134416.0
E02000921,2.5023186351275735,336135.0
E02000959,2.5020454579904334,313426.0
E02000083,2.501850531660898,147573.0
E02002794,2.498433213394839,106031.0
E02003706,2.4951835103800364,130381.0
E02002566,2.4951011294800454,296858.0
E02004342,2.492718714374515,308622.0
E02004314,2.4903250477014707,231907.0
E02004112,2.4826496998506093,122553.0
E02001916,2.4820799355489647,86887.0
E02001400,2.481838474854536,202072.0
E02003303,2.480999440786985,351268.0
E02003577,2.4801671756596306,248632.0
E02000249,2.4794123226746887,89310.0
E02000930,2.477461471109417,202527.0
E02005625,2.4735798975632792,732823.0
E02004052,2.471750085097395,527726.0
E02005349,2.4636201610018262,74675.0
E02003312,2.4627527466870087,149789.0
E02005924,2.454808343982492,128851.0
E02000564,2.453899610132484,138917.0
E02005476,2.4511232548223543,287145.0
E02004951,2.4474017415597644,297132.0
E02006480,2.447371605590403,285679.0
E02000405,2.447042988504116,88246.0
E02006912,2.443852697592189,51298.0
E02003756,2.4433653335768883,149350.0
E02002484,2.440215713946777,451270.0
E02004626,2.43879683773169,116830.0
E02002573,2.437207910992226,311680.0
E02001580,2.4355439299376433,248586.0
E02000868,2.433072859867353,259515.0
E02000842,2.4312410680359227,307206.0
E02002982,2.428239787319333,83510.0
E02006518,2.425259889739401,291583.0
E02004261,2.4185948203424372,605241.0
E02006227,2.413884326538265,164404.0
E02005465,2.412505555518271,331760.0
E02004518,2.4119655433840395,1017429.0
E02006278,2.4107734231430293,675372.0
E02005633,2.4102716353536735,311567.0
E02000957,2.4071465849183347,142284.0
E02000648,2.4024738735491837,245077.0
E02006460,2.4007044689902175,163338.0
E02002993,2.394717846003124,53302.0
E02005846,2.393705488786473,52399.0
E02000260,2.391158310210517,346214.0
E02005969,2.3911223281716003,313902.0
E02001886,2.3908042411070793,246028.0
E02005467,2.3906006766159438,457225.0
E02000213,2.3890658121665966,250727.0
E02006015,2.388406586412588,111609.0
E02001324,2.386588902848638,220561.0
E02000823,2.384206170455167,15132.0
E02003675,2.3834754043725015,520691.0
E02005299,2.3780106018562925,139260.0
E02004541,2.374114109452978,221621.0
E02000021,2.373675168115861,226284.0
E02004656,2.372835726971806,578174.0
E02004397,2.3717534784746808,168624.0
E02003408,2.367350746903685,371523.0
E02000589,2.3641410762302506,89040.0
E02000300,2.361034495167761,84107.0
E02000737,2.358070032924189,329550.0
E02005761,2.352405460554229,140191.0
E02002524,2.3503807439631945,189854.0
E02006270,2.345012558942696,466129.0
E02004017,2.343982801385356,235946.0
E02005680,2.3383729154003388,120827.0
E02004345,2.3346146247232684,309931.0
E02004395,2.334403186085236,106030.0
E02006442,2.334025399615842,179690.0
E02001737,2.333187556315353,641569.0
E02001741,2.3324213770798647,462936.0
E02001323,2.332167016409451,58150.0
E02000859,2.3306016870708164,647465.0
E02005539,2.322713372652337,44052.0
E02006379,2.320117681225002,148598.0
E02005520,2.311877145719716,481012.0
E02000950,2.3110068441613847,90903.0
E02003096,2.3102974500522664,62851.0
E02006874,2.3102290147869216,255852.0
E02005679,2.3091702226259376,154071.0
E02000853,2.3062813202907586,77304.0
