MSOA11CD,loneliness,LISA_score,LISA_support
E02005501,1.1276548813295972,1.0,8
E02006270,1.1267272182020065,1.0,7
E02001189,1.124692697820231,0.7142857142857143,7
E02004824,1.124305774933222,1.0,3
E02001389,1.1216949348723952,0.8571428571428571,7
E02004593,1.1212870436478963,1.0,9
E02002396,1.1199207928772847,0.5714285714285714,7
E02005034,1.11945163507572,0.8571428571428571,7
E02005536,1.1188799446506352,0.8571428571428571,7
E02005375,1.1170693765736281,1.0,5
E02005035,1.1170687236094776,1.0,7
E02005086,1.115655735159289,0.8333333333333334,6
E02003682,1.1156157875447221,0.7142857142857143,7
E02003316,1.1147125084971738,0.8571428571428571,7
E02003356,1.1134387231632412,0.8181818181818182,11
E02003253,1.1123349268276659,1.0,5
E02006195,1.1119611649213297,0.3333333333333333,9
E02004114,1.1092038857151472,0.6923076923076923,13
E02003348,1.107928894119362,0.42857142857142855,7
E02004538,1.107784365755859,1.0,6
E02005894,1.1050981874989938,0.75,8
E02000535,1.1049863985919366,0.8571428571428571,7
E02006529,1.1024420876162537,0.75,4
E02004169,1.1005447811201035,0.16666666666666666,6
E02004933,1.0968995130846912,1.0,7
E02003343,1.0963204945269518,0.42857142857142855,7
E02006668,1.094753475559038,1.0,7
E02001756,1.0941687130177764,1.0,5
E02004571,1.092468943041958,0.625,8
E02004681,1.0920086296307105,1.0,6
E02000737,1.0916400271356486,1.0,5
E02004515,1.0913183302741198,1.0,8
E02003374,1.0896247361017817,1.0,5
E02001693,1.0891122826435298,0.8571428571428571,7
E02005998,1.0890651512511949,1.0,7
E02001674,1.0886003100260289,0.6,10
E02000197,1.0862169239049684,1.0,8
E02000650,1.0850451788395792,1.0,7
E02003784,1.0850169797588725,0.7142857142857143,7
E02005502,1.0847189399683699,0.7142857142857143,7
E02005820,1.0831619504713421,1.0,4
E02006739,1.0822078317805766,0.5,6
E02004682,1.0821633905310817,1.0,7
E02000694,1.0815305516065192,1.0,5
E02002382,1.0787570123923043,0.3333333333333333,6
E02003319,1.0764139073032633,0.7142857142857143,7
E02001962,1.076070346685039,0.75,8
E02000629,1.0749447292138963,1.0,7
E02004508,1.070699723951524,0.875,8
E02004275,1.070522290396286,0.8333333333333334,6
E02005032,1.0698677446055096,1.0,5
E02000783,1.0692182207783476,1.0,7
E02002662,1.0688470571206934,1.0,7
E02005498,1.0656500474076571,0.8571428571428571,7
E02006213,1.0640397607528143,0.8333333333333334,6
E02004313,1.0640186109199463,1.0,5
E02006241,1.062289538031423,1.0,3
E02002569,1.0607221373871574,1.0,8
E02006246,1.0598748809900327,0.8,5
E02002513,1.0594789972155945,0.8571428571428571,7
E02001289,1.057210793408144,0.6666666666666666,9
E02000534,1.0564014401361446,0.7777777777777778,9
E02000194,1.054964374723415,0.8571428571428571,7
E02006214,1.0543481376197756,0.6,5
E02001369,1.0524809805448503,0.875,8
E02003411,1.0508752875971776,0.6666666666666666,3
E02006081,1.0498094153473552,0.3333333333333333,6
E02001796,1.0476388398111847,0.8,5
E02003362,1.0454336245737368,1.0,4
E02004696,1.0444114330466832,0.7777777777777778,9
E02004069,1.0439867667990275,0.7142857142857143,7
E02004590,1.0427883724149676,1.0,7
E02003666,1.0425389192285421,0.5,8
E02005059,1.0419911837014635,0.7142857142857143,7
E02005266,1.0417844882427816,1.0,7
E02005681,1.0401107433248509,1.0,7
E02000463,1.039983753714907,0.6666666666666666,6
E02000270,1.036650720160102,0.8571428571428571,7
E02001446,1.036496595980847,0.6666666666666666,6
E02003604,1.03405167346861,1.0,5
E02003839,1.032919249066961,1.0,3
E02004230,1.032766502999701,0.5,4
E02002507,1.032573381823266,1.0,6
E02004059,1.032358774740629,1.0,8
E02003729,1.0297411676380384,1.0,7
E02002730,1.028989193132064,0.4,5
E02003309,1.0288613631328618,0.6666666666666666,6
E02005611,1.0283493744658578,1.0,4
E02006507,1.0280673825543236,0.75,4
E02000303,1.0278706311153412,1.0,8
E02005173,1.0276324653816704,0.8,5
E02000004,1.0269701340823894,1.0,6
E02000487,1.0257467104685312,1.0,8
E02001040,1.0248930904066547,0.7272727272727273,11
E02001396,1.0244843197555413,0.625,8
E02000072,1.0204459369948162,1.0,8
E02002600,1.0158075117492495,0.42857142857142855,7
E02000186,1.0151434923742375,0.9,10
E02005761,1.0147816566854446,0.5,8
E02003914,1.0136520084350442,0.5,4
E02005880,1.013119732941312,0.8571428571428571,7
E02006232,1.0120118506960323,1.0,9
E02000510,1.0109406464248594,0.8571428571428571,7
E02002949,1.0105238817453936,0.5,6
E02005029,1.0091723316243566,0.6666666666666666,9
E02000504,1.0061780304247605,0.8,5
E02001453,1.0061272126992753,0.7142857142857143,7
E02001970,1.0057183932180487,0.625,8
E02005314,1.0055936106750023,0.7142857142857143,7
E02003608,1.0036277034205072,1.0,8
E02002514,1.0036090380224802,0.8571428571428571,7
E02002759,1.0034328842054991,0.5,8
E02004438,1.0019783762667451,0.75,8
E02002844,0.9999826129066949,1.0,7
E02001151,0.9993594312651579,0.5454545454545454,11
E02004670,0.9956841362920837,0.6666666666666666,3
E02000691,0.9954704732043612,1.0,6
E02004029,0.9936990838938649,0.42857142857142855,7
E02005031,0.9927634204242477,1.0,2
E02004393,0.9919566955983626,0.5555555555555556,9
E02005920,0.9919202612085627,0.75,8
E02005573,0.9917096849844581,1.0,3
E02006625,0.991533576948257,0.8571428571428571,7
E02001449,0.9911808588909228,0.7,10
E02000427,0.9904555663701268,0.9,10
E02000042,0.9894858015823595,0.5,8
E02000070,0.988168668831062,0.7777777777777778,9
E02003993,0.9846668567567731,0.875,8
E02002062,0.9839547217704077,0.6666666666666666,6
E02006532,0.9822528591113522,0.7777777777777778,9
E02002077,0.9812207357659558,0.125,8
E02006412,0.9809333154333302,1.0,7
E02002614,0.9805017027030032,0.5,4
E02005482,0.9793751612141831,0.7777777777777778,9
E02005448,0.9787341142016126,1.0,3
E02002971,0.9775306991681407,0.42857142857142855,7
E02003280,0.9771852247311212,1.0,6
E02003501,0.9768273331687425,0.3333333333333333,9
E02000291,0.976239441422128,1.0,7
E02004940,0.9730945576621588,0.8,5
E02004259,0.9730635318959199,0.7142857142857143,7
E02000763,0.972819765182616,0.75,8
E02005081,0.9681797067638231,0.6666666666666666,9
E02004582,0.9679247542307714,1.0,6
E02005371,0.9675807649372499,0.7142857142857143,7
E02001420,0.9669560585915007,0.7142857142857143,7
E02003378,0.9663441342443974,0.7142857142857143,7
E02006004,0.9663440363294785,0.9,10
E02006294,0.9659002059588468,0.6,5
E02004932,0.9656946870355233,1.0,6
E02003967,0.9653270361335069,1.0,6
E02006271,0.9652770217599174,1.0,7
E02003766,0.9650149862072611,0.8571428571428571,7
E02006667,0.9642110456598105,1.0,5
E02002621,0.9615803721949461,0.6,5
E02002848,0.9608790949272692,0.8333333333333334,6
E02003287,0.9590167592136662,1.0,6
E02003757,0.9584319051540922,1.0,5
E02004755,0.9581659196029824,1.0,9
E02002480,0.9576250939657858,1.0,4
E02004575,0.9557398305462348,0.625,8
E02000690,0.9552929168847237,1.0,7
E02006023,0.954634643916249,1.0,6
E02004351,0.9545886997530865,0.8,5
E02006599,0.9539866173577969,0.8333333333333334,6
E02000049,0.9532589065786304,1.0,5
E02003836,0.9523088261726071,0.5,6
E02004157,0.9515572007069333,0.8,5
E02004542,0.9513644300715796,1.0,11
E02005954,0.9510420184550493,1.0,8
E02004402,0.9507138947854127,1.0,4
E02003372,0.9503591336333153,1.0,8
E02004880,0.9484021934802525,1.0,9
E02001696,0.9469348342366125,1.0,5
E02000360,0.9468217906156893,0.6,5
E02005881,0.946585533686767,1.0,6
E02000751,0.9456485233053499,0.75,8
E02000901,0.9430856429055497,0.7142857142857143,7
E02005754,0.9413273106797422,0.8571428571428571,7
E02005265,0.9411665961797202,1.0,4
E02006261,0.9409169434195361,1.0,6
E02001177,0.9387893919923399,0.4444444444444444,9
E02004592,0.9387657142434566,1.0,4
E02006293,0.9374509664076277,0.8888888888888888,9
E02000309,0.9373873748239496,0.875,8
E02004014,0.9372959769334278,0.8333333333333334,6
E02005639,0.9371549548105254,0.8947368421052632,19
E02006240,0.9370719513582962,0.875,8
E02005401,0.9363161885738918,0.7,10
E02006168,0.9355686710989479,1.0,7
E02000212,0.9349223164985869,0.8333333333333334,6
E02003978,0.9346942279143772,0.8,5
E02000241,0.9336551956861483,1.0,5
E02001511,0.933653807327506,0.6,5
E02005061,0.9327116695699347,1.0,5
E02005983,0.9323687024815578,1.0,5
E02004683,0.9305071890687345,1.0,7
E02005533,0.9304050126598831,1.0,6
E02002565,0.9284901289747465,1.0,6
E02005742,0.9271923240090211,0.6666666666666666,6
E02000580,0.926938666108232,0.7777777777777778,9
E02004840,0.9261724667845335,0.5,4
E02000943,0.925893788397173,0.7142857142857143,7
E02001808,0.9251948817369129,0.6666666666666666,6
E02006098,0.9229985242145275,0.4166666666666667,12
E02005398,0.9226110729190863,0.7777777777777778,9
E02005267,0.920742716566465,1.0,5
E02000183,0.9180625946983011,0.5,8
E02006806,0.9180393664543018,0.7777777777777778,9
E02005269,0.9178717071802994,1.0,10
E02000584,0.9160633824760898,1.0,8
E02004280,0.9152610261099521,0.3333333333333333,9
E02003913,0.9124689451158503,0.2857142857142857,7
E02003354,0.9118285395028242,1.0,7
E02005030,0.9105154555352934,1.0,8
E02004982,0.9103424823123071,1.0,6
E02004158,0.9095520600712471,0.8,5
E02002989,0.9085491643880859,0.8,5
E02006093,0.908499078344833,0.6,5
E02002659,0.9072520751839865,1.0,6
E02000839,0.9066825939077687,0.8,10
E02004274,0.9062390577994587,1.0,3
E02004684,0.9060689961526391,1.0,8
E02000400,0.905838012468545,0.8888888888888888,9
E02005478,0.9056755782522181,1.0,6
E02001037,0.9045383997500354,0.8,10
E02004342,0.9040287998061113,1.0,3
E02004231,0.903470590489356,0.4,10
E02000731,0.9030786042603659,1.0,9
E02005959,0.9018922362188527,1.0,14
E02002564,0.9010894818811067,1.0,5
E02001300,0.9009468057797615,0.6,5
E02004697,0.8998717355340876,0.7272727272727273,11
E02001595,0.8997424469641531,0.8571428571428571,7
E02001368,0.8988156485322417,0.5,8
E02000952,0.8977133789886144,0.8,5
E02000016,0.8956376268947852,1.0,9
E02000906,0.8952251413191706,0.8,5
E02003305,0.8944596249186733,0.8,5
E02001714,0.8929777268441206,0.875,8
E02005480,0.8921983097258618,1.0,5
E02005062,0.8918158799637416,1.0,5
E02005336,0.8916813086371947,1.0,5
E02004321,0.8909716372563236,1.0,4
E02001663,0.8905278650909958,0.6666666666666666,6
E02002968,0.8902686071252048,0.7142857142857143,7
E02002728,0.8901436652434639,0.3333333333333333,6
E02004314,0.8900431836494607,1.0,5
E02003382,0.8875654155746522,1.0,3
E02002613,0.8868748731673292,0.45454545454545453,11
E02004955,0.8868031959509454,1.0,5
E02002423,0.8866894130770703,0.8,5
E02002512,0.8863343353437025,1.0,5
E02004057,0.8858740304731614,0.8571428571428571,7
E02005197,0.885044886915126,0.8,5
E02004935,0.8844413705628671,1.0,7
E02000017,0.882004126350205,1.0,5
E02004986,0.8815619597455171,1.0,6
E02006289,0.8810882774576503,1.0,5
E02000461,0.880899951258074,0.6666666666666666,9
E02004433,0.8808256342148082,0.7142857142857143,7
E02004608,0.8806137944612895,1.0,7
E02006629,0.8799744094772319,0.6,5
E02003752,0.8797249151848046,1.0,5
E02001351,0.8793635203893733,0.375,8
E02005262,0.8788324955176399,0.9,10
E02000281,0.876639164886353,0.8333333333333334,6
E02003402,0.8761046206164964,0.8333333333333334,6
E02001201,0.8759235653556716,0.7142857142857143,7
E02001202,0.8738961914435628,0.42857142857142855,7
E02003514,0.8736540359342871,0.6666666666666666,6
E02004324,0.8731623112826953,1.0,7
E02001323,0.8713710848268162,0.5714285714285714,7
E02001445,0.8710611178932913,0.6,5
E02000093,0.8709362004784379,0.5,8
E02001791,0.8701697339671626,0.8333333333333334,6
E02006672,0.8701490501523088,0.9166666666666666,12
E02001444,0.8673408088445165,0.6,5
E02006096,0.8667652884033232,1.0,3
E02000634,0.8650388782487708,1.0,6
E02003360,0.864969742912923,0.875,8
E02004685,0.8643683988839475,1.0,6
E02006211,0.8634748807799986,0.4444444444444444,9
E02004293,0.8632540085558893,1.0,5
E02002976,0.8618888674103895,0.8333333333333334,6
E02002501,0.8609789382781126,0.75,8
E02003358,0.8604052203927888,0.8571428571428571,7
E02002561,0.8603588086613585,1.0,5
E02001665,0.8601615580376513,0.6666666666666666,9
E02005087,0.859859544703262,0.8571428571428571,7
E02005766,0.8593654004981232,0.4444444444444444,9
E02006161,0.858012380036212,0.625,8
E02004981,0.857218535595338,0.8888888888888888,9
E02006516,0.8568221440355885,0.8571428571428571,7
E02004312,0.8562049325696353,0.8333333333333334,6
E02005972,0.8549031861746584,0.7272727272727273,11
E02005996,0.8548410015690187,1.0,8
E02003279,0.8547650979873347,0.8333333333333334,6
E02000184,0.8545424193789823,0.42857142857142855,7
E02006572,0.8542666695259102,0.7777777777777778,9
E02006905,0.8532124616541088,0.3333333333333333,6
E02001978,0.8527002508048327,0.8333333333333334,6
E02004686,0.851649129551716,1.0,6
E02000701,0.8512032412465831,1.0,6
E02005823,0.8510589180556968,0.625,8
E02005350,0.8502291008766358,0.8571428571428571,7
E02003694,0.8497644311295374,1.0,4
E02000022,0.8492397197030103,1.0,5
E02000395,0.8485250661721685,1.0,8
E02002958,0.8484755866882825,1.0,7
E02004537,0.8481505662629624,1.0,5
E02001456,0.845562317969642,0.8,5
E02001660,0.8452759310962228,0.5,8
E02006805,0.8443740936023854,0.7142857142857143,7
E02001606,0.842127489872975,1.0,4
E02000368,0.841869013275447,0.875,8
E02003955,0.8410668765529676,0.75,4
E02003986,0.8406652250147424,1.0,6
E02001601,0.8399593737654056,0.8333333333333334,6
E02004154,0.839532882387216,0.75,8
E02005202,0.837292757986088,0.7,10
E02003229,0.8364362737550762,1.0,6
E02000793,0.8359523354238237,1.0,5
E02005191,0.8358242609184665,0.875,8
E02003101,0.8354622849254607,1.0,4
E02006021,0.8352767745176157,0.5714285714285714,7
E02006876,0.834138525237568,0.2727272727272727,11
E02005523,0.8337566417620048,0.8888888888888888,9
E02004484,0.8323869488968794,0.8571428571428571,7
E02006245,0.8319261236168788,0.6666666666666666,6
E02002657,0.8317392196454623,1.0,8
E02005417,0.8294577483493158,0.5,4
E02005479,0.8286263036930427,1.0,5
E02004008,0.8273723287900194,0.7777777777777778,9
E02004700,0.8268319386712804,0.8,5
E02004446,0.8265446702995329,1.0,10
E02001264,0.8261218334533074,0.625,8
E02000203,0.8256776872741398,0.8571428571428571,7
E02006932,0.8244859934975188,0.6666666666666666,6
E02005327,0.8242788752298769,0.4444444444444444,9
E02006795,0.8242431561940977,0.8333333333333334,6
E02002953,0.8234128757211581,0.8,5
E02006669,0.8226721842126711,0.8181818181818182,11
E02003769,0.8224467109880995,0.8333333333333334,6
E02005977,0.8223824812744964,1.0,8
E02000266,0.8221285320609547,0.9090909090909091,11
E02003577,0.821113832736465,0.5714285714285714,7
E02006758,0.8206570640806335,1.0,5
E02002559,0.8200427989064373,0.9411764705882353,17
E02000334,0.8198146372317623,0.625,8
E02000920,0.8192183762805607,0.875,8
E02000274,0.8165939096679571,0.7142857142857143,7
E02003317,0.816499518334991,1.0,7
E02004594,0.8161216328559755,1.0,10
E02000210,0.8153988629646203,0.8,5
E02001964,0.8153793295735285,0.7142857142857143,7
E02003902,0.8151855169561258,1.0,2
E02000392,0.8147535845694409,1.0,7
E02001321,0.8146334369580039,0.375,8
E02006674,0.8143288546698724,1.0,4
E02001021,0.8136245952663935,0.7,10
E02001991,0.8114064326906655,0.5,10
E02001992,0.8109405804839602,0.8333333333333334,6
E02001777,0.8107597024050845,0.4444444444444444,9
E02000331,0.810736937986275,0.7142857142857143,7
E02001807,0.8097406807147209,0.875,8
E02002504,0.8096392324929197,0.8571428571428571,7
E02005340,0.8082399531527718,0.7142857142857143,7
E02004864,0.8069126808089808,1.0,6
E02000293,0.8061181557114734,1.0,7
E02000515,0.805685732101191,1.0,7
E02003431,0.804225571720584,0.75,8
E02001527,0.8038064303670228,1.0,5
E02005466,0.8034062978188484,0.7142857142857143,7
E02004067,0.8025163121015211,0.6666666666666666,6
E02006027,0.80134637347547,1.0,5
E02000746,0.8009959223989369,0.6666666666666666,9
E02004689,0.8002706975376611,1.0,7
E02005571,0.8000517438200712,1.0,6
E02004983,0.7997370654205261,1.0,7
E02004021,0.7996569904824637,0.875,8
E02003738,0.7976964091621794,1.0,6
E02005569,0.7975531599651098,0.6666666666666666,6
E02002484,0.7974081054352276,0.25,4
E02005984,0.796890292743102,0.6666666666666666,9
E02004691,0.7961615678563368,0.8666666666666667,15
E02004687,0.7960855045554993,1.0,5
E02004354,0.7958921253622747,0.8,10
E02005552,0.7944232933863433,0.7142857142857143,7
E02004110,0.7928263368179873,1.0,3
E02000431,0.7926138644327315,0.8333333333333334,6
E02003950,0.7922173983701779,1.0,2
E02002508,0.7908082010162196,1.0,9
E02004343,0.7907848925223833,1.0,5
E02005391,0.790715834592364,0.875,8
E02005744,0.790238393172805,0.5,6
E02004688,0.7899543147151877,1.0,8
E02002959,0.788973660635325,0.7142857142857143,7
E02005028,0.7882933457471721,1.0,7
E02005125,0.7868928011425373,0.6666666666666666,6
E02006568,0.7865061727353314,1.0,5
E02003603,0.7849597236094467,1.0,6
E02003225,0.7847530266478753,1.0,7
E02004266,0.7845810368113759,0.42857142857142855,7
E02002998,0.784103380314603,0.8333333333333334,6
E02001529,0.7832367076759318,0.6666666666666666,9
E02006005,0.7827289592090161,1.0,3
E02004962,0.7806915698691481,0.6,5
E02006420,0.7783239110521665,0.8571428571428571,7
E02001528,0.7777382630935472,0.3333333333333333,12
E02002864,0.7767882055952894,1.0,5
E02006419,0.7758163816837331,1.0,6
E02004108,0.7750277192470817,0.75,8
E02003231,0.7744563601374218,0.8,5
E02003404,0.772786797019708,0.5714285714285714,7
E02001304,0.7715679230483165,0.6,10
E02006242,0.7711677319359774,0.8888888888888888,9
E02001041,0.770757054360397,0.4,5
E02003718,0.770699989921998,0.75,4
E02005279,0.7703772799464212,0.75,8
E02003386,0.7699188395549882,1.0,5
E02003616,0.769471297939836,0.75,8
E02005194,0.7673275331871046,0.6,5
E02006234,0.7662623265002035,1.0,4
E02006741,0.7653178665584459,0.7142857142857143,7
E02001538,0.7642736415132667,1.0,4
E02004082,0.7632641304846068,0.1,10
E02000285,0.762761085114885,1.0,6
E02001271,0.7626135573868313,0.5714285714285714,7
E02001024,0.7620578139215157,0.8,5
E02004055,0.7614832420192665,0.8571428571428571,7
E02006743,0.7614520521058318,0.8,5
E02004690,0.7605303659878841,1.0,6
E02006291,0.7595116824335313,0.8,5
E02004703,0.7587992160981589,0.6666666666666666,9
E02000507,0.7587093060410551,0.5,8
E02005563,0.758533910684389,0.875,8
E02003731,0.7580734584210214,1.0,5
E02003357,0.7571141175813426,0.8,5
E02003637,0.7566438122434922,0.6428571428571429,14
E02000066,0.7566239347855317,0.8333333333333334,6
E02006561,0.7563151922412877,0.8888888888888888,9
E02003674,0.7563098128155936,0.75,8
E02002506,0.7553842972527679,0.8888888888888888,9
E02005124,0.7552293346915168,0.8333333333333334,6
E02001682,0.754825052810119,0.8571428571428571,7
E02005288,0.7542034144431866,0.6666666666666666,9
E02001050,0.7538562175665873,0.2857142857142857,7
E02005837,0.7535846186846747,0.6363636363636364,11
E02003085,0.751781528291987,0.8,5
E02003371,0.7510962629911414,1.0,4
E02000466,0.7503087022884567,0.7142857142857143,7
E02004564,0.7487830352965785,1.0,6
E02005377,0.7486676271968966,1.0,9
E02000178,0.7481573119628215,0.42857142857142855,7
E02001772,0.7471558535595415,0.2857142857142857,7
E02000242,0.7470194500414707,1.0,4
E02005890,0.7466788850649126,0.8,5
E02000209,0.7465440575900109,1.0,6
E02000098,0.7465237413533587,0.7142857142857143,7
E02005785,0.7463010945144137,0.6,5
E02000029,0.744119371553383,0.8571428571428571,7
E02005477,0.7429941596584589,0.875,8
E02004447,0.741030546913409,1.0,11
E02004448,0.7405982168499337,0.8888888888888888,9
E02005201,0.7398067580220179,0.375,8
E02000543,0.7385867788471523,1.0,9
E02005889,0.7384163512001621,0.8333333333333334,6
E02004692,0.7383616398267361,1.0,7
E02003361,0.7368766267797606,0.8333333333333334,6
E02003395,0.7350791460336465,1.0,8
E02004898,0.7349618617826823,1.0,6
E02004276,0.7343309115456897,1.0,3
E02002634,0.7340512342691271,0.7142857142857143,7
E02000324,0.731547777842225,0.7142857142857143,7
E02004871,0.7311762308961112,1.0,6
E02005733,0.7295939315879043,0.8571428571428571,7
E02004953,0.7290639374655857,1.0,7
E02001691,0.7280937681836666,0.6666666666666666,6
E02006757,0.727577997440817,0.8888888888888888,9
E02000202,0.727458395638205,1.0,7
E02005924,0.727030103370075,0.42857142857142855,7
E02003258,0.7263827862118641,0.4,5
E02003693,0.7257766237484108,0.8125,16
E02004843,0.7250872826678525,1.0,4
E02003339,0.7235056388421347,1.0,6
E02004613,0.7233992882637644,0.8571428571428571,7
E02003601,0.7233949473292386,1.0,10
E02004650,0.7229521715487467,1.0,5
E02006695,0.7220796819770912,0.45454545454545453,11
E02004984,0.7216648034509721,1.0,4
E02001274,0.7197455971497331,0.4,5
E02000433,0.7191648937698891,0.75,8
E02001455,0.7169130700179901,0.6666666666666666,9
E02004695,0.7151922270492114,1.0,5
E02004318,0.7148640231038702,0.6666666666666666,9
E02006006,0.7146946221427142,1.0,4
E02002383,0.7138444780283788,0.4,5
E02003992,0.7138016888520002,1.0,7
E02001702,0.7115540944833891,0.8571428571428571,7
E02000745,0.7112640570579903,0.8333333333333334,6
E02006024,0.7096176584904181,1.0,5
E02004291,0.7087453573417163,0.8571428571428571,7
E02006893,0.7074485854892187,0.8333333333333334,6
E02001974,0.7073085267984938,0.625,8
E02005753,0.7070841810345502,0.75,4
E02006264,0.7064992351430762,1.0,6
E02003347,0.7048597839827475,0.8333333333333334,6
E02001461,0.7046923048874394,0.5714285714285714,7
E02004027,0.7045892465353054,0.4444444444444444,9
E02004930,0.7045029968485902,0.875,8
E02004611,0.7039472011674016,0.8333333333333334,6
E02001821,0.7035534581318832,1.0,10
E02004260,0.7031099036703272,0.7142857142857143,7
E02006811,0.703074749277558,0.8888888888888888,9
E02004066,0.7029923760650627,1.0,6
E02003301,0.7029607099509086,1.0,8
E02003786,0.7027482366373875,0.875,8
E02000425,0.701143173573022,0.75,8
E02003375,0.7008417243705709,0.8571428571428571,7
E02004651,0.7007855972084278,0.6666666666666666,12
E02006656,0.7007072982102991,0.5,4
E02002980,0.7005202324133953,0.7142857142857143,7
E02003576,0.6995184441883603,0.5,6
E02000478,0.6993394642531712,0.8571428571428571,7
E02000060,0.6991896917339087,0.5714285714285714,7
E02000003,0.6962721969526754,0.75,8
E02006802,0.6956852466527607,0.8333333333333334,6
E02004160,0.6946045418904412,0.8,5
E02005056,0.6941589810026991,0.5,6
E02003355,0.6933414474810429,1.0,5
E02005518,0.6933091851990194,0.8,5
E02004591,0.6931019400315026,1.0,6
E02004316,0.6921026801815017,0.6,5
E02004577,0.691637364344607,1.0,8
E02004328,0.6908619927253911,1.0,5
E02005537,0.690739922654103,0.5714285714285714,7
E02003990,0.6883956961924826,1.0,9
E02001709,0.6865310014292871,0.8888888888888888,9
E02001384,0.6854081078738217,0.8333333333333334,6
E02000369,0.6849499955733068,0.5714285714285714,7
E02000315,0.6846978715741484,0.7142857142857143,7
E02000780,0.6841040006609882,0.8888888888888888,9
E02006738,0.6833708680319691,0.5714285714285714,7
E02006026,0.6828841572211568,0.8571428571428571,7
E02003736,0.681150012133472,1.0,8
E02004088,0.6792059623488778,0.3333333333333333,6
E02003100,0.6785143817650446,1.0,8
E02000204,0.6777040236968482,1.0,6
E02006262,0.6768990491617586,1.0,10
E02005703,0.6765143608325782,0.6666666666666666,3
E02001800,0.6757467905604614,0.875,8
E02004478,0.6745625307709633,0.5714285714285714,7
E02000689,0.6745012787226177,1.0,10
E02004344,0.6737458911907177,1.0,6
E02001988,0.6731009899544609,0.75,8
E02005286,0.6716499906615225,0.5,8
E02002993,0.6711551384730357,0.6666666666666666,6
E02001612,0.6703296900535393,0.75,4
E02000942,0.6698159504616827,0.8571428571428571,7
E02002341,0.6685762324045528,0.5,6
E02003419,0.6671115071156135,0.6666666666666666,6
E02001605,0.6661829030273551,1.0,7
E02001730,0.66507781336774,0.5714285714285714,7
E02005192,0.6640961557243557,0.8888888888888888,9
E02001769,0.6640444188283184,0.5,8
E02006601,0.6636065098512793,0.6,5
E02006820,0.6634813217322586,0.7142857142857143,7
E02006812,0.6630319198334846,1.0,8
E02003723,0.6623700752843888,0.6,5
E02006521,0.662112137039218,0.6,5
E02005487,0.6611169701880363,0.9166666666666666,12
E02005966,0.6604247714215239,0.8333333333333334,6
E02004724,0.6587854976212424,0.08333333333333333,12
E02000073,0.6584129013623471,0.6666666666666666,9
E02004693,0.6579441663242261,1.0,6
E02000932,0.6577731640048194,0.8181818181818182,11
E02006644,0.6566748563619041,0.8571428571428571,7
E02004257,0.6560028464895549,0.75,4
E02001762,0.6557646224130708,0.5,6
E02006002,0.6554304354156185,1.0,4
E02000193,0.6548117104062545,1.0,7
E02005214,0.6546672069819512,0.3333333333333333,9
E02004053,0.6543900995665209,0.8,5
E02004028,0.653584461162751,0.5714285714285714,7
E02006408,0.6531736743354876,1.0,5
E02004826,0.6503625818881471,0.6,10
E02000039,0.6494545297324761,1.0,6
E02004922,0.6489867435088608,0.8,15
E02006924,0.6479344776614493,1.0,9
E02006233,0.647207007518671,1.0,5
E02004610,0.6468160637629948,0.6666666666666666,6
E02001517,0.6467453471145979,0.5714285714285714,7
E02006172,0.6467413315223243,0.75,8
E02003104,0.6467140518293073,1.0,5
E02000733,0.6465318195655697,1.0,7
E02005921,0.644891839357705,0.625,8
E02000564,0.6446376293452651,0.7142857142857143,7
E02004985,0.6444126538624143,1.0,7
E02004378,0.6434913507858365,1.0,4
E02002421,0.6397116324368419,0.8,5
E02003706,0.639525103933598,0.16666666666666666,6
E02000506,0.6391221763429532,1.0,7
E02006131,0.6388875262581734,0.6666666666666666,12
E02005073,0.6382318307633225,0.4,5
E02002994,0.6380172338406076,0.5882352941176471,17
E02005374,0.635440730110303,1.0,4
E02005170,0.6350180506432175,0.75,8
E02002866,0.6347116877440035,1.0,7
E02004952,0.6342845927546272,1.0,4
E02001967,0.6336680659135221,0.5,10
E02001692,0.6334426986247746,0.8,5
E02005840,0.6331551456006538,0.8333333333333334,6
E02005694,0.6312376299727167,1.0,6
E02005260,0.6304692346973063,1.0,7
E02002957,0.6279772375273203,1.0,6
E02000434,0.6266831388987416,0.5,8
E02001679,0.6265261266902653,1.0,6
E02001291,0.6225522234150929,0.6666666666666666,6
E02005613,0.6219717657607248,1.0,4
E02001513,0.6206679629360715,0.6,5
E02004806,0.6202397735638929,1.0,6
E02005696,0.6200603147203017,1.0,5
E02003998,0.615582163309046,1.0,4
E02000476,0.6155479193166218,0.75,8
E02000749,0.6146500826938679,0.5,6
E02004967,0.6139094906668137,1.0,6
E02004606,0.6105436964397565,0.8571428571428571,7
E02003997,0.6097780983803065,1.0,6
E02005493,0.608512949549341,0.75,8
E02002397,0.6080307995689017,0.6666666666666666,6
E02003933,0.6067145635803894,0.4,5
E02004987,0.6065347159181214,1.0,7
E02000980,0.6050448642217708,0.875,8
E02004666,0.6045513300483697,0.8,5
E02001611,0.6017906841722803,0.75,4
E02001759,0.5975247783635441,0.625,8
E02003996,0.5953115177817726,1.0,6
E02000881,0.5952236040805183,0.8333333333333334,6
E02004671,0.5943888087043612,0.6666666666666666,9
E02003717,0.5932101651684465,0.75,4
E02004506,0.5928848786305089,0.75,8
E02000756,0.5906140239661669,1.0,9
