PRACTICE_CODE,YEAR,POSTCODE,depression,alzheimers,blood pressure,insomnia,social anxiety,ITEMS,depression_perc,depression_perc_trim,depression_perc_trim_zscore,alzheimers_perc,alzheimers_perc_trim,alzheimers_perc_trim_zscore,blood pressure_perc,blood pressure_perc_trim,blood pressure_perc_trim_zscore,insomnia_perc,insomnia_perc_trim,insomnia_perc_trim_zscore,social anxiety_perc,social anxiety_perc_trim,social anxiety_perc_trim_zscore,loneliness_prac,laua,msoa11,lat,long
A81041,2019,TS249DN,15604,431,17378,317,5885,187495,8.322355262807008,8.322355262807008,1.34261010747445,0.22987279660790955,0.22987279660790955,0.09042725772823984,9.268513827035388,9.268513827035388,0.14353550095863335,0.1690711752313395,0.1690711752313395,-1.153388263672345,3.1387503666764447,3.1387503666764447,2.7588911153600164,3.1820757178489947,E06000001,E02002484,54.70398,-1.2234450000000001
A81042,2019,TS69QG,32702,639,35982,1975,7489,384115,8.513596188641422,8.513596188641422,1.4698892191249284,0.1663564297150593,0.1663564297150593,-0.3446587390461417,9.36750712677193,9.36750712677193,0.20717307593850687,0.5141689337828514,0.5141689337828514,0.16757636614764218,1.949676529164443,1.949676529164443,0.6468402105805847,2.1468201327455203,E06000003,E02006910,54.56995500000001,-1.166506
A81043,2019,TS60HA,22341,368,19399,1288,6755,239194,9.340117227020745,9.340117227020745,2.0199747359480242,0.1538500129601913,0.1538500129601913,-0.43032747398885257,8.110153264713999,8.110153264713999,-0.6011134534114098,0.5384750453606696,0.5384750453606696,0.2606152598730653,2.8240674933317726,2.8240674933317726,2.19994664412612,3.4490957125469475,E06000003,E02006910,54.557403,-1.159231
A81044,2019,TS251QU,36174,1033,43274,261,10641,473180,7.644870873663299,7.644870873663299,0.8917149299331111,0.21831015681136143,0.21831015681136143,0.011223378361037595,9.14535694661651,9.14535694661651,0.06436443349445123,0.05515871338602646,0.05515871338602646,-1.5894221968539661,2.248827084830297,2.248827084830297,1.1781959446209105,0.5560764895555442,E06000001,E02002490,54.672422,-1.210386
A81045,2019,TS101SR,18565,372,18675,938,3944,220194,8.431201576791375,8.431201576791375,1.4150520395029254,0.16894193302269817,0.16894193302269817,-0.3269480868347957,8.481157524728195,8.481157524728195,-0.36261436834867816,0.42598799240669594,0.42598799240669594,-0.16996249551014497,1.7911478060255956,1.7911478060255956,0.3652590988142173,0.9207861876235237,E06000003,E02002515,54.617378,-1.071941
A81046,2019,TS181YE,22860,775,22109,691,5040,280218,8.157934179817142,8.157934179817142,1.233180761803536,0.2765703844863642,0.2765703844863642,0.41030491388151946,7.889928555624549,7.889928555624549,-0.7426843119886944,0.24659372345816472,0.24659372345816472,-0.8566475816958068,1.7985996616919684,1.7985996616919684,0.37849519736918985,0.42264897936974416,E06000004,E02002548,54.561215000000004,-1.321204
A81048,2019,TS117BL,15322,852,25800,158,3905,238222,6.431815701320617,6.431815701320617,0.08437422058892709,0.3576495873596897,0.3576495873596897,0.9656960284161898,10.830233983427224,10.830233983427224,1.1474830793751907,0.0663246887357171,0.0663246887357171,-1.5466810948650886,1.6392272753985777,1.6392272753985777,0.09541555836870987,0.7462877918839291,E06000003,E02002520,54.5917,-1.016392
A81049,2019,TS36AL,14456,217,13171,1002,3636,176770,8.177858233863212,8.177858233863212,1.2464410819384408,0.12275838660406177,0.12275838660406177,-0.6433045680237442,7.450924930700911,7.450924930700911,-1.0248966048596824,0.5668382644113821,0.5668382644113821,0.3691839428778117,2.0569101091814224,2.0569101091814224,0.8373101145955346,0.7847339665283606,E06000002,E02002497,54.57171700000001,-1.216402
A81051,2019,TS55NN,11169,191,13017,381,3377,155085,7.20185704613599,7.20185704613599,0.5968700573174227,0.12315826804655511,0.12315826804655511,-0.640565387171472,8.39346165006287,8.39346165006287,-0.41898942417864554,0.2456717284070026,0.2456717284070026,-0.8601767928288094,2.1775155559854276,2.1775155559854276,1.0515313303080163,-0.2713302165534881,E06000002,E02002504,54.554149,-1.2523
A81052,2019,TS104NW,18470,473,22909,1293,4852,255073,7.241064322762504,7.241064322762504,0.6229641965163621,0.18543711016062067,0.18543711016062067,-0.21395641337951082,8.98135043693374,8.98135043693374,-0.04106670765248825,0.5069137070564113,0.5069137070564113,0.13980482127531704,1.9022005465102148,1.9022005465102148,0.5625126533197489,1.070258550079429,E06000003,E02002519,54.599299,-1.068807
A81053,2019,TS134HW,17295,333,19583,1802,2947,224439,7.7058799941186695,7.7058799941186695,0.9323191396243989,0.1483699357063612,0.1483699357063612,-0.4678659068530231,8.72531066347649,8.72531066347649,-0.20566118348650303,0.8028907631917804,0.8028907631917804,1.2727453075714847,1.3130516532331724,1.3130516532331724,-0.48394250685697887,1.0475948499993786,E06000003,E02002527,54.553909999999995,-0.8867870000000001
A81054,2019,TS101UA,19338,425,20943,779,4702,229543,8.424565331985729,8.424565331985729,1.4106353314166598,0.18515049467855696,0.18515049467855696,-0.21591972439374169,9.123780729536513,9.123780729536513,0.050494220703641,0.3393699655402256,0.3393699655402256,-0.5015188355908806,2.0484179434789995,2.0484179434789995,0.8222262016462195,1.5659171937818979,E06000003,E02002515,54.616282,-1.0736379999999999
A81056,2019,TS232JW,3443,187,7566,75,961,55311,6.224801576539929,6.224801576539929,-0.053402637508910895,0.33808826454050733,0.33808826454050733,0.8317013109386155,13.679015024136248,13.648997753394752,2.959517744744014,0.1355968975429842,0.1355968975429842,-1.2815210484829112,1.7374482471841044,1.7374482471841044,0.26987713155578524,2.7261725012465923,E06000004,E02002536,54.609396999999994,-1.287301
A81057,2019,TS232LS,19077,595,15936,229,4847,206557,9.235707335021326,9.235707335021326,1.9504854347264078,0.288056081372212,0.288056081372212,0.4889817356628678,7.715061702096758,7.715061702096758,-0.8550969958014925,0.1108652817382127,0.1108652817382127,-1.3761886865850104,2.34656777548086,2.34656777548086,1.3518044352039895,1.5599859232067623,E06000004,E02002536,54.606458999999994,-1.289009
A81058,2019,TS80TL,17774,553,14979,1093,4013,204680,8.683799101035763,8.683799101035763,1.583166622459783,0.2701778385772914,0.2701778385772914,0.3665160867676058,7.318252882548368,7.318252882548368,-1.110184472164951,0.5340042993941763,0.5340042993941763,0.2435021458515886,1.9606214578854797,1.9606214578854797,0.6662807582394081,1.7492811411534346,E06000002,E02002514,54.52480500000001,-1.213762
A81060,2019,TS268DB,7620,169,6736,783,1947,117595,6.479867341298525,6.479867341298525,0.11635466631753778,0.14371359326501978,0.14371359326501978,-0.4997617707306205,5.728134699604575,5.728134699604575,-2.132387645139829,0.6658446362515413,0.6658446362515413,0.7481603693738827,1.6556826395680089,1.6556826395680089,0.12464382467658021,-1.6429905555024489,E06000001,E02002489,54.685239,-1.2175989999999999
A81063,2019,TS240NZ,8688,289,16644,3,2517,128516,6.760247751252762,6.760247751252762,0.3029599619542645,0.22487472376980297,0.22487472376980297,0.056190546639474065,12.950916617386161,12.950916617386161,2.5107581746214747,0.002334339693112142,0.03132170800102802,-1.6806654466698336,1.9585110025210868,1.9585110025210868,0.6625321355540507,1.8517753720994299,E06000001,E02002484,54.69664100000001,-1.1831049999999999
A81064,2019,TS12NX,12045,99,8110,509,3168,128610,9.365523676230465,9.365523676230465,2.036883827302278,0.07697690692792163,0.07697690692792163,-0.956906899093812,6.305886011974185,6.305886011974185,-1.7609817766771003,0.3957701578415364,0.3957701578415364,-0.28563027271585895,2.463261021693492,2.463261021693492,1.5590767411532416,0.5924416199687482,E06000002,E02002496,54.575047,-1.2353969999999999
A81065,2019,TS66TD,8112,129,7616,185,1927,89395,9.074333016387941,9.074333016387941,1.8430838425763956,0.14430337267184964,0.14430337267184964,-0.4957217921605229,8.51949214161866,8.51949214161866,-0.3379710635676054,0.20694669724257508,0.20694669724257508,-1.008408403116854,2.1556015437104983,2.1556015437104983,1.0126073308115215,1.0135899145429348,E06000003,E02006910,54.571137,-1.168042
A81066,2019,TS211JS,7805,222,12866,163,1287,110122,7.08759375964839,7.08759375964839,0.5208228956811202,0.2015945950854507,0.2015945950854507,-0.10327792564821658,11.683405677339678,11.683405677339678,1.6959421951593472,0.1480176531483264,0.1480176531483264,-1.2339769007053,1.1687038012386262,1.1687038012386262,-0.7403353411707451,0.1391749233162055,E06000004,E02002539,54.604639,-1.425131
A81067,2019,TS182BP,22279,404,16433,687,5813,237814,9.368245771905775,9.368245771905775,2.038695499766576,0.1698806630391819,0.1698806630391819,-0.3205178027221534,6.91002211812593,6.91002211812593,-1.3726145148967661,0.2888812265047474,0.2888812265047474,-0.6947795474251568,2.44434726298704,2.44434726298704,1.5254818373478347,1.1762654720703343,E06000004,E02002548,54.56949,-1.317648
A81070,2019,TS253DQ,12591,504,11840,148,3356,139893,9.000450344191632,9.000450344191632,1.793911727128409,0.36027535330574084,0.36027535330574084,0.9836824789929541,8.46361147448407,8.46361147448407,-0.3738937992897901,0.10579514343105087,0.10579514343105087,-1.3955961536174468,2.3989763605040997,2.3989763605040997,1.4448933552731995,2.4529976084873257,E06000001,E02002494,54.660465,-1.239266
A81602,2019,TS232DG,3791,134,8057,165,1248,69567,5.44942285853925,5.44942285853925,-0.569450727054678,0.19262006411085716,0.19262006411085716,-0.1647533050768079,11.581640720456539,11.581640720456539,1.6305228678795247,0.23718142222605545,0.23718142222605545,-0.8926759727958073,1.793954029927983,1.793954029927983,0.3702435560826173,0.37388641903484865,E06000004,E02002536,54.611726000000004,-1.292215
A81608,2019,TS176PG,11342,171,13174,60,3281,124635,9.100172503710835,9.100172503710835,1.8602811395336873,0.13720062582741605,0.13720062582741605,-0.5443754831982945,10.570064588598708,10.570064588598708,0.9802338876124024,0.04814057046576002,0.04814057046576002,-1.616286232724862,2.632486861635977,2.632486861635977,1.8596582333088765,2.53951154453181,E06000004,E02002551,54.554873,-1.299647
A81610,2019,TS232DG,11440,302,14821,101,3152,156710,7.300108480633017,7.300108480633017,0.6622606385782274,0.19271265394678067,0.19271265394678067,-0.16411906632820455,9.457596834918002,9.457596834918002,0.26508700114676353,0.06445025843915513,0.06445025843915513,-1.5538560360562867,2.011358560398188,2.011358560398188,0.7564007658346222,-0.03422669682487822,E06000004,E02002536,54.611726000000004,-1.292215
A81611,2019,TS80TL,13647,379,13328,1159,3788,155531,8.774456539210833,8.774456539210833,1.6435030705557405,0.24368132398042833,0.24368132398042833,0.18501542751436384,8.569352733538652,8.569352733538652,-0.30591831691410476,0.7451890619876423,0.7451890619876423,1.0518748310693018,2.4355273225273417,2.4355273225273417,1.5098157259253648,4.084290738150666,E06000002,E02002514,54.52480500000001,-1.213762
