lad20cd,loneliness,LISA_score,LISA_support
E07000208,-0.7692089989529851,0.4,5
E07000167,-0.7734418076790397,0.8,5
E08000001,-0.787453859258857,0.6666666666666666,6
E07000223,-0.7901059143930124,0.8,5
E07000080,-0.8080302358475006,0.6666666666666666,6
E07000193,-0.8109701266710387,1.0,6
E07000214,-0.8145395381615517,0.5,8
E08000037,-0.8421355491736422,0.3333333333333333,6
E07000085,-0.8547821653595751,0.42857142857142855,7
E07000088,-0.8653964800997406,1.0,3
E07000212,-0.8747366905951194,0.6666666666666666,6
E08000004,-0.8862605257094273,1.0,7
E08000027,-0.9144967127675881,0.8333333333333334,6
E07000117,-0.921067074722499,0.6666666666666666,6
E07000136,-0.9216413559891731,0.5,4
E07000112,-0.9263294197938263,0.8,5
E07000235,-0.9290096497614898,0.625,8
E09000005,-0.9384072304412994,0.25,8
E08000035,-0.9552085732579753,1.0,6
E06000009,-0.9600032414478443,0.6666666666666666,3
E09000006,-0.9879265722137909,0.4444444444444444,9
E07000105,-0.9960654895935436,0.5714285714285714,7
E08000005,-0.9975843428995369,0.6666666666666666,6
E07000197,-1.0110528867168367,0.9,10
E06000037,-1.0137478291037842,0.5,8
E07000175,-1.0178106222083891,0.4,10
E07000187,-1.0380612471995372,1.0,6
E07000166,-1.0399462759727987,0.5,8
E07000170,-1.0467115225661374,0.875,8
E06000006,-1.0518870206273214,0.6666666666666666,6
E08000011,-1.0713340646326384,0.6666666666666666,6
E07000127,-1.0803611816188337,0.75,8
E07000068,-1.1327904731978058,0.16666666666666666,6
E07000032,-1.1404709392426788,1.0,9
E07000090,-1.1465844023314808,0.6,5
E06000012,-1.2026421812128871,1.0,4
E07000169,-1.2348080598375644,1.0,7
E07000246,-1.267380429369195,1.0,6
E07000135,-1.2865920742110992,0.25,4
E07000098,-1.289195696805887,0.125,8
E07000216,-1.3037608844529724,0.5,8
E07000188,-1.3242974622340502,1.0,5
E06000055,-1.3685019706602253,0.3333333333333333,6
E06000044,-1.3770829495179215,0.8,5
E07000093,-1.4091406528272543,0.75,8
E06000050,-1.4144550185405516,0.7142857142857143,7
E08000010,-1.4447109418093274,0.8571428571428571,7
E08000003,-1.4593698042330445,0.5555555555555556,9
E07000239,-1.4871223087275065,0.8333333333333334,6
E07000063,-1.501267335217344,1.0,4
E07000192,-1.5093646034773065,1.0,5
E07000165,-1.5235368766062152,1.0,8
E06000019,-1.5254077102646701,1.0,4
E07000226,-1.5416832259018896,0.8333333333333334,6
E06000041,-1.558584937955719,0.2222222222222222,9
E07000043,-1.5833439386098846,1.0,4
E06000025,-1.6241494572522286,0.7142857142857143,7
E06000015,-1.6306654449996265,1.0,4
E07000198,-1.6677073008608039,0.875,8
E08000019,-1.6711892928414975,0.6666666666666666,6
E09000008,-1.7414392477912222,0.5714285714285714,7
E07000224,-1.751064130993153,0.6,5
E08000017,-1.7699790141417204,0.625,8
E07000044,-1.7825960715989675,0.8333333333333334,6
E08000033,-1.7864615641489325,0.875,8
E08000006,-1.7968452987569017,0.7142857142857143,7
E07000036,-1.8343625344290202,0.8571428571428571,7
E07000045,-1.892645879737414,0.8571428571428571,7
E06000032,-1.910684470096356,0.3333333333333333,3
E07000228,-1.9986254599962108,1.0,7
E07000121,-2.0089866578329754,0.4,5
E07000046,-2.0143202009099284,0.8,5
E07000194,-2.054733167665279,0.9,10
E07000106,-2.0643937045224368,0.8333333333333334,6
E06000023,-2.0645700400629226,1.0,4
E06000043,-2.1259245062404553,1.0,5
E06000018,-2.1989132597242373,0.8,5
E06000027,-2.226183513357751,1.0,3
E07000091,-2.2792883620462048,0.8571428571428571,7
E08000015,-2.305366506271387,0.75,4
E08000032,-2.4163924100875285,1.0,7
E07000042,-2.457276734593712,1.0,7
E07000120,-2.5680206609603307,0.4,5
E06000011,-2.6026334235696895,0.75,8
E07000040,-2.6543827524888357,0.7142857142857143,7
E08000029,-2.6671744835813915,0.5714285714285714,7
E06000046,-2.6864707647494743,1.0,1
E07000086,-2.7714252461376496,0.8333333333333334,6
E07000189,-2.863732071831224,0.8571428571428571,7
E07000234,-2.8758594059529283,0.7777777777777778,9
E07000173,-2.906651947005247,0.8,5
E07000039,-2.92788351299543,1.0,8
E08000030,-3.0320095776683154,0.8571428571428571,7
E07000172,-3.063461216196084,0.8333333333333334,6
E07000108,-3.2909487134095867,1.0,4
E06000026,-3.497349621988046,0.6666666666666666,3
E08000034,-3.882513234962592,0.875,8
E08000031,-4.05321695961943,0.8,5
E06000058,-4.60003377005906,0.6666666666666666,3
E07000196,-5.025237278712219,0.9,10
E08000025,-5.763450763782872,0.75,8
