PRACTICE_CODE,YEAR,MONTH,POSTCODE,depression,alzheimers,blood pressure,hypertension,diabetes,cardiovascular disease,insomnia,addiction,social anxiety,ITEMS
-,2019,05,-,622,10,284,291,49,186,68,231,168,19140
04Q998,2019,05,LN42HN,92,3,181,182,32,136,6,0,17,1569
99K998,2019,05,BN72PB,98,10,252,252,15,186,11,0,21,2124
A81001,2019,05,TS181HU,650,35,656,660,161,454,49,0,147,8611
A81002,2019,05,TS182AW,2989,90,3424,3445,675,2647,40,0,837,38338
A81004,2019,05,TS58SB,1405,58,1679,1697,413,1465,110,0,426,20112
A81005,2019,05,TS147DJ,1006,37,1716,1724,280,1409,33,0,321,16456
A81006,2019,05,TS182AT,2667,87,2724,2740,581,2414,12,0,867,30777
A81007,2019,05,TS247PW,1620,29,1341,1366,270,1079,8,0,429,18012
A81009,2019,05,TS56HF,1260,24,1592,1608,360,1151,77,0,336,16572
A81011,2019,05,TS247PW,1858,37,1815,1820,304,1403,35,0,571,23810
A81012,2019,05,TS36AL,1486,19,1154,1162,335,919,18,0,364,14347
A81013,2019,05,TS122FF,1494,16,1412,1428,315,951,34,0,418,15258
A81014,2019,05,TS232LA,444,27,882,893,162,942,15,1,117,9100
A81016,2019,05,TS13QY,1164,25,1533,1539,387,1265,70,1,362,18439
A81017,2019,05,TS170EE,2490,78,3454,3479,691,2797,48,0,661,34868
A81018,2019,05,TS104NW,1811,32,2193,2210,592,1738,85,0,493,24942
A81019,2019,05,TS37RL,1751,35,1497,1523,373,1289,51,0,489,20065
A81020,2019,05,TS43BU,1272,44,1547,1562,368,1134,81,0,372,18286
A81021,2019,05,TS66TD,2365,54,2833,2901,725,2514,168,1,581,33202
A81022,2019,05,TS122TG,1864,25,2129,2151,415,1483,70,0,495,21592
A81023,2019,05,TS12NX,1009,11,687,700,178,434,58,0,209,10827
A81025,2019,05,TS181HU,592,23,841,842,178,716,39,0,147,8891
A81026,2019,05,TS56HA,3102,63,2502,2540,631,1914,130,0,1151,35126
A81027,2019,05,TS159DD,1658,82,2074,2104,301,1571,31,0,437,21992
A81029,2019,05,TS12NX,1167,25,1149,1167,307,948,28,0,176,14339
A81030,2019,05,TS13RY,1675,56,1873,1888,425,1298,88,0,461,23293
A81031,2019,05,TS247PW,1858,38,1685,1704,352,1410,14,0,492,23061
A81032,2019,05,TS147DJ,1830,48,1980,1994,397,1513,94,0,543,23888
A81034,2019,05,TS170EE,3006,76,3330,3359,671,2567,43,0,927,40130
A81035,2019,05,TS13RX,1371,27,1431,1460,299,1026,60,0,387,18356
A81036,2019,05,TS202UZ,2787,96,3287,3314,593,2563,86,4,797,36530
A81037,2019,05,TS12NX,1055,17,1136,1147,356,958,97,0,268,14785
A81038,2019,05,TS36AL,585,17,731,738,285,595,51,0,228,8803
A81039,2019,05,TS169EA,1217,49,1793,1807,312,1284,18,0,381,17460
A81040,2019,05,TS232DG,1473,40,1176,1193,226,1015,55,0,416,16076
A81041,2019,05,TS249DN,1372,32,1610,1616,314,1181,35,0,496,17248
A81042,2019,05,TS69QG,2915,65,3164,3193,697,2663,196,2,664,33677
A81043,2019,05,TS60HA,1951,34,1712,1750,333,1281,115,0,583,20765
A81044,2019,05,TS251QU,3180,89,3767,3786,830,3264,17,0,895,40892
A81045,2019,05,TS101SR,1624,34,1693,1698,326,1328,77,0,336,19384
A81046,2019,05,TS181YE,2069,71,1976,2001,396,1525,61,0,465,24796
