PRACTICE_CODE,YEAR,MONTH,POSTCODE,depression,alzheimers,blood pressure,hypertension,diabetes,cardiovascular disease,insomnia,addiction,social anxiety,ITEMS
-,2017,01,-,17831,818,27004,27302,6309,20218,1431,2317,3607,314691
01A998,2017,01,BB98AS,113,1,173,178,39,143,4,0,23,2030
07J998,2017,01,PE305NU,89,1,161,163,28,113,9,1,13,1424
A81001,2017,01,TS181HU,478,23,490,494,133,342,29,0,119,7968
A81002,2017,01,TS182AW,2478,100,3219,3245,634,2354,53,0,610,37622
A81004,2017,01,TS13BE,940,25,1169,1178,263,920,146,0,243,15726
A81005,2017,01,TS147DJ,932,34,1582,1593,247,1234,36,0,299,16330
A81006,2017,01,TS182AT,1970,66,2289,2325,523,1998,23,0,627,26686
A81007,2017,01,TS247PW,1059,41,1039,1064,219,839,5,0,186,14753
A81009,2017,01,TS56HF,1242,21,1546,1560,331,1050,65,0,227,17801
A81011,2017,01,TS247PW,1547,39,1643,1651,256,1209,42,1,401,21791
A81012,2017,01,TS36AL,1154,15,1123,1133,247,801,32,0,243,13273
A81013,2017,01,TS122FF,1068,15,1126,1139,240,736,52,0,288,13187
A81014,2017,01,TS232LA,371,24,870,881,131,775,24,1,65,9053
A81015,2017,01,TS101TZ,445,5,588,604,76,433,13,0,115,6416
A81016,2017,01,TS13QY,962,19,1425,1429,354,1157,69,1,231,17339
A81017,2017,01,TS170EE,2309,69,3007,3042,619,2419,71,0,527,34271
A81018,2017,01,TS104NW,1330,27,1873,1900,429,1437,92,0,269,21592
A81019,2017,01,TS37RL,1528,42,1461,1498,328,1175,96,0,368,20779
A81020,2017,01,TS43BU,865,39,1186,1209,256,884,70,0,219,15150
A81021,2017,01,TS66TD,1954,86,2607,2682,572,2158,182,3,406,31498
A81022,2017,01,TS122TG,1524,16,1924,1956,366,1286,82,0,397,22293
A81023,2017,01,TS12NX,1075,15,834,851,197,548,116,0,248,13115
A81025,2017,01,TS181HU,461,28,637,639,107,536,25,0,80,7512
A81026,2017,01,TS56HA,1845,53,1618,1668,375,1215,100,0,594,26368
A81027,2017,01,TS159DD,1364,71,1805,1835,261,1329,37,1,295,20130
A81029,2017,01,TS12NX,878,30,883,905,216,664,38,0,79,12676
A81030,2017,01,TS13RY,1397,38,1527,1545,313,1024,115,0,386,21147
A81031,2017,01,TS247PW,1448,46,1478,1497,278,1135,15,0,279,21237
A81032,2017,01,TS147DJ,1613,37,1953,1966,300,1369,96,0,383,24129
A81033,2017,01,TS36AL,601,14,652,664,145,541,84,0,202,8030
A81034,2017,01,TS170EE,2543,47,2840,2865,596,2104,44,0,619,36718
A81035,2017,01,TS13RX,1251,20,1312,1339,306,931,65,0,315,18366
A81036,2017,01,TS202UZ,2300,76,2984,3007,524,2284,96,14,571,34520
A81037,2017,01,TS12NX,840,28,1096,1124,291,889,88,0,191,14634
A81038,2017,01,TS36AL,397,5,571,578,211,467,64,0,116,7907
A81039,2017,01,TS169EA,929,26,1459,1471,240,1057,22,0,277,15065
A81040,2017,01,TS232DG,1113,31,1095,1113,178,846,41,0,252,14622
A81041,2017,01,TS249DN,1064,36,1362,1372,255,968,28,0,341,15458
A81042,2017,01,TS69QG,1839,28,2383,2407,510,2017,184,3,268,25243
A81043,2017,01,TS60HA,1386,21,1375,1424,286,1065,81,0,369,18378
A81044,2017,01,TS251QU,2795,111,3687,3718,660,2973,47,0,545,43297
A81045,2017,01,TS101SR,1564,51,1638,1655,328,1293,105,0,260,20814
A81046,2017,01,TS181YE,1566,50,1657,1689,350,1135,57,0,269,22122
A81047,2017,01,TS116BW,809,40,1532,1556,232,1104,35,0,200,14155
A81048,2017,01,TS117BL,769,30,1081,1095,207,933,19,0,154,11630
A81049,2017,01,TS36AL,878,30,1003,1014,321,964,112,0,144,13879
A81051,2017,01,TS55NN,769,26,868,879,149,758,35,0,212,12589
A81052,2017,01,TS104NW,1059,27,1343,1357,280,902,83,0,297,16093
A81053,2017,01,TS134HW,1276,29,1669,1754,253,1243,165,0,156,18946
A81054,2017,01,TS101UA,1340,33,1661,1674,307,1204,79,0,291,18963
A81056,2017,01,TS232JW,220,13,538,545,112,308,5,0,41,4471
A81057,2017,01,TS232LS,1229,26,1157,1174,265,890,16,9,267,16404
A81058,2017,01,TS80TL,1118,24,1098,1116,194,734,56,0,203,14982
A81060,2017,01,TS268DB,474,15,429,433,106,355,58,0,85,8402
A81063,2017,01,TS240NZ,641,19,1190,1197,173,816,0,0,135,10216
A81064,2017,01,TS12NX,852,16,574,582,115,481,49,0,199,9589
A81065,2017,01,TS66TD,641,28,656,663,206,515,48,0,136,8400
A81066,2017,01,TS211JS,489,10,959,973,142,684,11,0,71,8502
A81067,2017,01,TS182BP,1246,30,1102,1108,316,979,74,0,272,16364
A81070,2017,01,TS253DQ,358,5,282,282,82,233,58,0,57,4341
A81602,2017,01,TS232DG,286,11,667,685,86,489,6,0,84,6007
A81608,2017,01,TS176NP,513,6,763,768,166,558,6,0,103,7800
A81610,2017,01,TS232DG,914,22,1137,1150,214,849,23,19,173,13035
A81611,2017,01,TS80TL,792,18,827,848,166,614,97,0,158,10866
A81612,2017,01,TS251AX,216,18,554,560,100,399,4,0,25,5139
A81618,2017,01,TS121BJ,1135,34,1250,1278,240,848,90,0,319,16453
A81621,2017,01,TS39NB,324,0,266,270,74,216,22,0,70,4021
A81622,2017,01,TS268DF,622,23,686,688,102,552,7,0,132,8240
A81629,2017,01,TS182AP,633,14,720,723,183,576,18,6,138,8921
A81631,2017,01,TS249LJ,715,12,997,1006,165,748,6,0,142,11399
A81632,2017,01,TS181HU,618,0,16,16,3,21,14,0,163,1735
A82003,2017,01,LA127BT,940,35,1200,1219,224,933,110,0,220,15519
A82004,2017,01,CA93QX,257,20,560,567,86,348,13,0,36,4858
A82005,2017,01,LA229BP,486,24,966,977,116,684,44,6,79,9468
A82006,2017,01,CA166QR,381,14,870,883,130,555,26,3,43,8444
A82007,2017,01,LA141LF,1519,52,1334,1388,239,912,214,38,267,20424
