PRACTICE_CODE,YEAR,MONTH,POSTCODE,depression,alzheimers,blood pressure,hypertension,diabetes,cardiovascular disease,insomnia,addiction,social anxiety,ITEMS
-,2017,02,-,18102,689,28161,28436,6594,20868,1438,2340,3581,319099
01A998,2017,02,BB98AS,101,1,127,128,47,93,1,0,17,1961
A81001,2017,02,TS181HU,411,15,438,445,99,275,30,0,105,6316
A81002,2017,02,TS182AW,2248,83,2872,2895,562,2152,56,0,589,34421
A81004,2017,02,TS13BE,941,23,1095,1106,251,872,142,0,228,14654
A81005,2017,02,TS147DJ,845,32,1347,1356,232,1096,46,0,267,14635
A81006,2017,02,TS182AT,1813,62,2138,2165,449,1852,22,0,564,24494
A81007,2017,02,TS247PW,961,22,1004,1028,185,772,6,0,190,13504
A81009,2017,02,TS56HF,1119,19,1395,1410,291,965,65,0,228,16442
A81011,2017,02,TS247PW,1481,30,1527,1532,267,1116,33,1,379,20181
A81012,2017,02,TS36AL,1124,14,1082,1088,228,751,27,0,219,12867
A81013,2017,02,TS122FF,990,14,1018,1028,207,668,42,0,277,11787
A81014,2017,02,TS232LA,339,22,811,821,110,726,21,1,62,8136
A81015,2017,02,TS101TZ,395,7,535,548,72,414,15,0,94,5725
A81016,2017,02,TS13QY,869,21,1259,1264,310,1042,64,1,206,15339
A81017,2017,02,TS170EE,2056,59,2629,2665,510,2065,62,0,460,29752
A81018,2017,02,TS104NW,1250,20,1751,1775,384,1336,87,0,262,19959
A81019,2017,02,TS37RL,1469,39,1385,1422,297,1170,77,0,368,19638
A81020,2017,02,TS43BU,895,30,1206,1229,232,859,69,0,221,14720
A81021,2017,02,TS66TD,1705,64,2422,2495,530,2055,171,6,348,28634
A81022,2017,02,TS122TG,1480,15,1837,1865,337,1231,77,0,394,20842
A81023,2017,02,TS12NX,1014,12,683,696,188,464,100,0,252,11804
A81025,2017,02,TS181HU,388,19,553,556,103,488,21,0,67,6421
A81026,2017,02,TS56HA,1773,60,1588,1637,350,1220,100,0,567,25330
A81027,2017,02,TS159DD,1301,60,1784,1813,252,1319,41,1,280,19484
A81029,2017,02,TS12NX,812,35,837,851,231,632,29,0,69,11230
A81030,2017,02,TS13RY,1320,48,1407,1431,304,940,111,0,357,19965
A81031,2017,02,TS247PW,1327,52,1337,1360,259,1035,14,0,257,19302
A81032,2017,02,TS147DJ,1370,33,1647,1659,276,1178,84,0,333,20622
A81033,2017,02,TS36AL,593,15,671,685,145,537,82,0,192,7760
A81034,2017,02,TS170EE,2228,58,2573,2599,570,1912,59,0,586,33330
A81035,2017,02,TS13RX,1132,18,1164,1190,277,859,57,0,277,16441
A81036,2017,02,TS202UZ,2157,80,2756,2776,467,2118,92,13,556,32505
A81037,2017,02,TS12NX,816,23,964,984,273,851,77,0,195,13335
A81038,2017,02,TS36AL,377,8,578,597,220,478,54,0,106,7487
A81039,2017,02,TS169EA,835,26,1406,1417,238,995,24,0,267,14143
A81040,2017,02,TS232DG,1100,36,1062,1082,191,832,43,0,270,14314
A81041,2017,02,TS249DN,983,39,1284,1292,250,954,26,0,326,14355
A81042,2017,02,TS69QG,1744,27,2196,2217,465,1860,151,3,260,23140
A81043,2017,02,TS60HA,1244,24,1353,1403,284,1027,60,0,348,17083
A81044,2017,02,TS251QU,2587,91,3335,3371,633,2795,62,0,539,38940
A81045,2017,02,TS101SR,1496,48,1519,1530,298,1167,104,1,268,19417
A81046,2017,02,TS181YE,1402,54,1519,1551,296,1025,58,0,220,20019
A81047,2017,02,TS116BW,771,47,1435,1459,223,1073,35,0,204,13073
A81048,2017,02,TS117BL,777,33,1206,1224,220,1011,20,0,153,12457
A81049,2017,02,TS36AL,819,24,969,978,300,939,101,0,128,13568
A81051,2017,02,TS55NN,765,27,833,844,155,813,27,0,197,12519
A81052,2017,02,TS104NW,1020,39,1363,1374,269,959,70,0,308,15883
A81053,2017,02,TS134HW,1162,22,1526,1593,230,1104,140,0,143,17332
A81054,2017,02,TS101UA,1180,34,1547,1560,288,1106,65,2,239,17051
A81056,2017,02,TS232JW,209,10,523,529,91,288,7,0,37,4141
A81057,2017,02,TS232LS,1141,24,1089,1106,243,849,10,10,243,14562
A81058,2017,02,TS80TL,1080,19,1024,1047,191,659,60,0,190,14091
A81060,2017,02,TS268DB,445,12,437,440,96,345,59,0,100,7642
A81063,2017,02,TS240NZ,554,15,1112,1120,150,776,0,0,119,9244
A81064,2017,02,TS12NX,841,16,533,539,125,432,52,0,194,9189
A81065,2017,02,TS66TD,602,29,609,619,176,505,39,0,129,7923
A81066,2017,02,TS211JS,467,12,907,916,127,634,15,0,63,7575
A81067,2017,02,TS182BP,1212,30,1033,1043,287,915,73,0,253,15731
A81070,2017,02,TS253DQ,298,1,286,286,63,210,65,0,45,3816
A81602,2017,02,TS232DG,291,10,632,651,83,465,7,0,88,5587
A81608,2017,02,TS176NP,252,3,367,370,71,261,6,0,69,4008
A81610,2017,02,TS232DG,889,23,1083,1105,210,856,18,16,169,12614
A81611,2017,02,TS80TL,760,21,818,843,152,584,84,0,171,10191
A81612,2017,02,TS251AX,192,15,487,496,85,350,2,0,28,4361
A81618,2017,02,TS121BJ,1125,32,1294,1330,251,913,92,0,317,16435
A81621,2017,02,TS39NB,301,0,254,260,65,208,27,0,61,3845
A81622,2017,02,TS268DF,609,17,670,673,99,574,2,0,138,7861
A81629,2017,02,TS182AP,569,15,624,628,165,489,12,4,131,7775
A81631,2017,02,TS249LJ,568,13,800,803,118,595,4,0,94,8947
A81632,2017,02,TS181HU,526,0,16,16,3,18,4,0,119,1512
A82003,2017,02,LA127BT,822,37,1068,1084,202,795,94,0,181,13669
A82004,2017,02,CA93QX,236,17,537,541,75,339,12,0,38,4419
A82005,2017,02,LA229BP,410,19,710,724,100,486,34,4,57,7301
A82006,2017,02,CA166QR,385,17,899,917,151,552,19,4,51,8064
A82007,2017,02,LA141LF,1377,55,1308,1350,222,850,190,26,233,18326
A82008,2017,02,LA145ES,1483,43,1769,1838,335,1122,85,3,306,20726
A82009,2017,02,LA139SH,1204,37,1997,2045,380,1360,25,48,181,18729
A82010,2017,02,LA145JY,769,54,1105,1146,226,723,44,6,151,12114
A82012,2017,02,CA81NL,1701,77,2793,2812,473,2103,81,18,276,28965
A82013,2017,02,CA174AY,800,25,1426,1437,294,1057,49,5,103,14950
A82014,2017,02,CA78DS,391,41,1019,1021,112,640,50,0,45,8764
A82015,2017,02,CA11EB,712,17,666,671,184,476,12,0,155,8859
A82016,2017,02,CA11DG,3680,108,4092,4130,577,2790,243,68,684,53268
A82018,2017,02,CA11BP,1028,36,927,939,91,787,72,21,258,14355
A82019,2017,02,CA12HE,791,21,971,990,193,711,34,14,146,11936
A82020,2017,02,CA27AJ,1284,27,1434,1456,237,917,112,0,283,18143
A82021,2017,02,CA139HT,1406,50,2940,2987,374,1695,96,0,240,26001
A82022,2017,02,CA57PZ,563,25,1186,1193,139,812,22,0,121,9843
A82023,2017,02,CA145UR,535,13,981,988,158,798,20,2,85,9529
A82024,2017,02,CA201PN,530,25,1300,1314,190,787,34,15,105,10515
A82025,2017,02,LA94JE,1012,20,1202,1221,235,877,77,4,130,13813
A82026,2017,02,LA97HR,1604,58,2805,2831,478,1932,59,0,169,27457
A82027,2017,02,LA96SA,1017,23,1800,1821,346,1432,38,0,158,18529
A82028,2017,02,CA124DB,470,32,1256,1265,138,830,15,0,97,10512
A82029,2017,02,CA75JH,264,20,769,776,104,416,3,0,23,5654
A82030,2017,02,LA62HQ,615,37,1071,1090,144,818,54,0,52,11464
A82031,2017,02,CA103LW,263,5,571,572,66,400,12,0,62,5095
A82032,2017,02,CA158EL,2017,49,2575,2596,503,1572,52,77,317,26901
A82033,2017,02,LA184BY,820,30,920,949,208,682,200,0,239,13976
A82034,2017,02,LA77PW,642,34,1392,1415,190,885,50,0,65,12716
A82035,2017,02,CA118HW,1174,54,1680,1723,221,1073,67,0,154,19769
A82036,2017,02,CA118HW,871,56,1302,1311,229,968,5,1,143,14403
A82037,2017,02,CA74AH,574,18,851,858,148,596,19,0,57,9643
A82038,2017,02,CA101RW,360,16,689,700,97,474,14,4,68,6566
A82039,2017,02,LA158AB,693,32,1304,1333,225,767,22,4,173,12788
A82041,2017,02,CA287RG,1477,35,2020,2033,344,1359,103,4,236,21383
A82044,2017,02,CA222BD,2833,69,4330,4404,645,2478,165,71,405,43594
A82045,2017,02,CA79QD,1011,18,1373,1391,216,1066,70,0,165,15076
A82046,2017,02,LA232EG,283,16,565,570,106,421,28,0,15,5353
A82047,2017,02,CA142DL,1317,43,1890,1908,270,1284,87,40,170,19617
A82048,2017,02,CA143FT,936,20,881,888,169,618,12,27,126,10921
A82049,2017,02,CA142ED,654,15,712,722,125,514,24,32,93,9023
A82050,2017,02,CA142AJ,943,17,1151,1166,198,736,75,34,196,13081
A82053,2017,02,LA117DJ,475,34,1098,1112,177,747,28,0,39,10381
A82055,2017,02,CA73HH,735,14,1423,1466,266,991,22,0,146,13459
A82058,2017,02,CA287BA,557,18,892,905,109,463,20,5,68,8214
A82060,2017,02,CA287PA,617,6,936,952,206,684,36,11,62,10313
A82062,2017,02,LA142LR,474,10,670,695,132,444,12,0,114,7320
A82063,2017,02,CA125JY,123,12,275,283,31,160,11,1,9,2526
A82064,2017,02,CA222DB,629,7,942,956,191,762,100,10,110,10098
A82065,2017,02,LA117DJ,335,13,780,794,123,559,16,0,54,7965
A82068,2017,02,LA127BT,379,25,480,487,69,261,23,2,34,5462
A82070,2017,02,LA231BA,407,8,1006,1021,128,619,36,4,40,9271
A82071,2017,02,LA143HY,549,37,1071,1091,150,651,25,15,86,9817
A82072,2017,02,LA139RX,1194,37,1391,1455,239,1144,39,2,188,15461
A82074,2017,02,LA50DP,226,34,557,560,69,398,27,0,31,5711
A82075,2017,02,CA287BU,671,20,939,955,163,552,33,4,138,9208
A82077,2017,02,LA139QY,793,11,526,554,139,422,44,3,150,9934
A82608,2017,02,LA105DL,319,17,695,698,122,441,29,0,20,6419
A82617,2017,02,CA101DQ,192,11,455,455,58,321,26,0,37,4145
A82621,2017,02,LA167JP,109,2,270,273,52,202,8,0,7,3182
A82623,2017,02,CA142RW,638,22,788,795,129,578,27,0,61,9153
A82629,2017,02,LA145SL,568,8,678,696,95,471,19,12,131,7091
A82631,2017,02,CA40HP,358,33,641,642,67,398,22,0,62,6232
A82646,2017,02,CA65XA,638,9,698,702,163,618,61,0,158,8385
A82647,2017,02,LA116PH,224,7,491,494,61,328,17,2,17,4540
A82650,2017,02,LA128QF,210,8,435,441,57,262,16,0,27,4085
A82651,2017,02,LA177TE,214,6,378,379,79,338,15,9,18,4970
A82654,2017,02,CA11LB,787,25,1155,1169,163,688,114,0,149,11948
A83001,2017,02,DL166QA,1544,86,1898,1909,378,1385,84,0,444,22639
A83003,2017,02,DL150EQ,1376,52,1733,1763,422,1391,44,0,377,21654
A83004,2017,02,SR78LF,652,10,794,809,228,724,9,0,159,8699
A83005,2017,02,DL13RT,1476,94,1828,1843,390,1511,96,2,354,22036
A83006,2017,02,DL36HZ,786,49,852,854,222,793,86,5,195,11678
A83007,2017,02,TS274LQ,1860,60,1934,1949,415,1804,62,2,340,26659
A83008,2017,02,DL42HP,1066,75,1148,1150,246,1018,52,0,237,14922
A83009,2017,02,DH33SL,1173,74,1331,1351,205,936,45,2,254,15445
A83010,2017,02,DL39JP,1548,84,1909,1924,359,1286,179,0,407,23955
A83011,2017,02,DH11QW,1331,98,1164,1179,173,865,82,5,475,16802
A83012,2017,02,SR85TW,2676,66,3641,3654,650,2843,81,0,494,39874
A83013,2017,02,DL14YL,1443,81,1668,1685,331,1165,103,0,408,20508
A83014,2017,02,DH12QW,901,82,1308,1319,182,807,32,0,177,13949
A83015,2017,02,DL146AB,1283,76,1879,1884,423,1476,90,0,278,21672
A83016,2017,02,DH98AD,1970,77,2448,2477,561,1807,91,1,457,29632
A83017,2017,02,DH63HW,912,51,1402,1414,272,1211,49,1,159,16657
A83018,2017,02,DH85YA,3628,154,3739,3762,869,2928,210,0,835,50122
A83019,2017,02,DH62JL,723,9,843,870,212,776,8,0,167,11687
A83020,2017,02,DL159HU,1556,50,2293,2311,400,1656,61,0,373,25284
A83021,2017,02,DL146RP,2246,65,2538,2549,675,2027,176,0,603,31430
A83022,2017,02,DH78NH,3323,176,3976,3993,845,2906,158,0,751,49167
A83023,2017,02,DH90AB,1712,72,2076,2090,569,1960,47,0,355,26258
A83024,2017,02,DH46RQ,887,42,998,1001,202,786,22,0,228,12579
A83025,2017,02,DL147EJ,2100,63,2684,2721,652,2523,119,0,608,34353
A83026,2017,02,DH76JW,1391,50,1684,1706,312,1069,32,1,366,19654
A83027,2017,02,DH64DH,810,42,769,770,193,699,53,4,183,12324
A83028,2017,02,DH33QD,1456,120,1846,1875,377,1462,62,0,461,21365
A83029,2017,02,DH34LE,741,29,833,839,153,648,27,4,76,10546
A83030,2017,02,DH77DG,1584,51,2005,2026,393,1550,72,0,446,22286
A83031,2017,02,DL38SQ,1073,68,1567,1575,301,1289,122,1,236,19480
A83032,2017,02,DL135AF,294,34,578,580,145,559,25,0,36,5885
A83033,2017,02,DH21HS,1079,64,1494,1504,305,1293,25,0,166,17189
A83034,2017,02,DL37JR,993,58,1112,1124,217,939,113,3,285,15709
A83035,2017,02,DL132XD,786,35,1783,1794,289,1176,19,0,152,15180
A83036,2017,02,DH15BH,940,91,1294,1300,243,997,54,1,202,17174
A83037,2017,02,DL55LH,2250,108,3389,3412,656,2423,155,0,610,36848
A83038,2017,02,NE166HU,748,46,823,827,130,661,29,0,113,9976
A83040,2017,02,DL15JN,1941,92,1665,1678,490,1311,127,0,561,23516
A83041,2017,02,SR79AB,1879,43,2276,2298,454,1593,41,0,383,26400
A83042,2017,02,TS285PZ,730,27,1053,1079,212,863,49,0,166,11688
A83043,2017,02,DL120QE,276,21,776,780,119,506,16,0,54,5845
A83044,2017,02,SR84QP,1116,38,1189,1199,228,1010,48,0,248,15307
A83045,2017,02,DL178JJ,2370,83,2625,2658,464,1912,171,0,462,34874
A83046,2017,02,DL128HT,1151,108,2148,2157,370,1570,53,1,265,20307
A83047,2017,02,DL30PD,1698,55,1769,1773,407,1524,109,2,613,23791
A83048,2017,02,DL22DS,557,33,990,995,130,704,56,0,140,10050
A83049,2017,02,DH80BW,1726,29,2273,2287,487,1742,157,0,325,25124
A83050,2017,02,DH23DJ,1355,76,1541,1552,371,1341,93,0,267,21590
A83051,2017,02,SR77JE,1375,66,1986,2003,330,1508,49,0,238,21753
A83052,2017,02,DL166ED,1618,79,1643,1652,384,1285,80,1,457,23428
A83054,2017,02,TS213BN,1919,40,2800,2833,577,1829,70,1,424,29893
A83055,2017,02,DH12UW,439,22,459,461,103,365,15,0,65,6130
A83057,2017,02,SR84LD,1243,27,1215,1235,302,1166,74,0,207,16147
A83060,2017,02,DL135NX,250,21,449,454,117,331,22,0,42,5640
A83061,2017,02,DL23BE,305,22,566,567,95,372,35,0,63,5668
A83066,2017,02,DL54SE,1843,49,1833,1842,438,1637,128,0,440,22134
A83070,2017,02,DL21AA,745,94,1127,1133,175,942,54,0,161,12167
A83071,2017,02,SR77JE,618,10,756,768,195,762,12,0,157,10526
A83072,2017,02,DH70LP,415,27,685,687,100,585,6,0,112,7018
A83073,2017,02,DH97XT,807,44,1117,1137,242,864,21,0,191,13372
A83074,2017,02,DL55NH,1649,74,1967,1978,598,1700,46,0,426,24307
A83075,2017,02,SR78LF,889,46,1164,1190,312,1218,35,0,151,14769
A83076,2017,02,DH99DA,512,15,623,627,133,431,25,0,80,7152
A83603,2017,02,DL166BQ,465,15,547,550,105,349,10,0,108,5745
A83610,2017,02,TS285PZ,468,8,524,529,107,535,14,0,102,6835
A83616,2017,02,DH62LQ,397,1,644,655,95,463,29,0,84,6447
A83617,2017,02,DH79YT,380,14,592,596,115,440,19,0,72,6140
A83618,2017,02,NE177SB,599,27,775,782,179,613,32,0,84,9300
A83619,2017,02,DH62LT,577,9,648,651,192,497,14,0,124,7098
A83622,2017,02,DH70BD,298,16,463,464,115,471,9,0,44,5148
A83626,2017,02,DL149SU,263,23,493,503,97,415,14,0,75,5060
A83627,2017,02,DH62TH,1079,21,1163,1167,275,938,38,0,209,13921
