PRACTICE_CODE,YEAR,MONTH,POSTCODE,depression,alzheimers,blood pressure,hypertension,diabetes,cardiovascular disease,insomnia,addiction,social anxiety,ITEMS
-,2018,01,-,8405,395,13587,13752,3401,10376,750,301,1801,153153
03A998,2018,01,HD21GZ,319,15,455,459,88,288,15,0,66,5007
A81001,2018,01,TS181HU,528,30,545,547,108,334,41,0,136,7570
A81002,2018,01,TS182AW,2931,92,3349,3373,715,2613,63,0,764,40044
A81004,2018,01,TS58SB,1160,29,1373,1392,327,1149,153,0,313,18118
A81005,2018,01,TS147DJ,924,43,1568,1575,233,1278,36,0,290,16220
A81006,2018,01,TS182AT,2257,66,2625,2653,594,2205,23,0,686,29941
A81007,2018,01,TS247PW,1482,39,1335,1371,273,1012,14,0,348,18529
A81009,2018,01,TS56HF,1315,20,1541,1554,372,1151,76,0,347,18517
A81011,2018,01,TS247PW,1778,33,1808,1813,281,1359,44,0,492,23984
A81012,2018,01,TS36AL,1282,16,1107,1113,256,879,27,0,282,14369
A81013,2018,01,TS122FF,1191,16,1211,1223,242,812,29,0,331,13848
A81014,2018,01,TS232LA,410,32,848,862,147,838,15,1,101,8958
A81015,2018,01,TS101TZ,449,8,608,627,88,467,12,0,103,6479
A81016,2018,01,TS13QY,1082,21,1550,1557,370,1256,64,2,295,18462
A81017,2018,01,TS170EE,2414,90,3056,3084,629,2509,63,0,598,33600
A81018,2018,01,TS104NW,1701,29,2153,2178,538,1719,84,0,413,24672
A81019,2018,01,TS37RL,1788,42,1575,1594,385,1274,76,0,450,22699
A81020,2018,01,TS43BU,1091,30,1506,1523,284,1054,78,3,294,17299
A81021,2018,01,TS66TD,2079,63,2727,2799,649,2356,168,0,512,32662
A81022,2018,01,TS122TG,1729,17,2004,2035,358,1363,76,0,477,22399
A81023,2018,01,TS12NX,1013,11,537,550,157,373,86,0,211,10475
A81025,2018,01,TS181HU,453,26,625,627,133,570,25,0,79,7246
A81026,2018,01,TS56HA,2051,54,1766,1805,444,1360,96,0,706,27743
A81027,2018,01,TS159DD,1520,91,1991,2026,281,1503,30,0,346,21500
A81029,2018,01,TS12NX,1054,29,1045,1069,276,839,43,0,136,14707
A81030,2018,01,TS13RY,1555,46,1686,1704,380,1223,112,2,445,23575
A81031,2018,01,TS247PW,1669,43,1606,1625,314,1215,19,0,360,22829
A81032,2018,01,TS147DJ,1504,34,1711,1716,355,1284,100,0,395,21979
A81033,2018,01,TS36AL,726,9,728,744,178,599,90,0,252,8952
A81034,2018,01,TS170EE,2669,76,3032,3056,667,2274,52,0,763,38555
A81035,2018,01,TS13RX,1297,27,1378,1405,309,962,78,0,338,18063
A81036,2018,01,TS202UZ,2483,79,3076,3101,555,2291,98,13,638,35763
A81037,2018,01,TS12NX,958,31,1086,1110,316,960,78,0,230,15212
A81038,2018,01,TS36AL,443,10,616,633,236,521,61,0,146,8505
A81039,2018,01,TS169EA,1130,35,1667,1680,311,1148,26,0,361,16960
A81040,2018,01,TS232DG,1320,37,1144,1169,221,968,52,0,333,15876
A81041,2018,01,TS249DN,1209,37,1513,1518,309,1022,29,0,429,15907
A81042,2018,01,TS69QG,2099,37,2528,2549,538,2142,172,2,354,27746
A81043,2018,01,TS60HA,1660,19,1509,1556,302,1144,85,0,477,19419
A81044,2018,01,TS251QU,3098,101,4079,4111,833,3409,51,5,788,45784
A81045,2018,01,TS101SR,1627,36,1658,1667,311,1327,95,0,305,20865
A81046,2018,01,TS181YE,1795,54,1801,1832,368,1283,101,9,318,23776
A81048,2018,01,TS117BL,1291,64,2171,2206,395,1774,17,0,305,21520
A81049,2018,01,TS36AL,996,26,1126,1137,371,1165,89,0,184,15316
A81051,2018,01,TS55NN,833,29,922,939,166,847,35,0,225,12778
A81052,2018,01,TS104NW,1446,43,1691,1705,377,1196,104,0,383,20697
A81053,2018,01,TS134HW,1454,35,1847,1908,329,1399,174,0,205,21558
A81054,2018,01,TS101UA,1552,47,1807,1824,345,1364,75,0,329,20326
A81056,2018,01,TS232JW,238,12,570,571,123,313,6,0,59,4608
A81057,2018,01,TS232LS,1412,31,1259,1274,278,1003,15,9,319,16625
A81058,2018,01,TS80TL,1302,49,1216,1236,249,789,78,0,267,17417
A81060,2018,01,TS268DB,554,16,523,526,134,446,68,0,121,9788
A81063,2018,01,TS240NZ,652,24,1290,1300,201,859,0,0,171,10460
A81064,2018,01,TS12NX,948,19,631,635,132,517,52,0,219,10484
A81065,2018,01,TS66TD,809,33,813,824,239,641,34,0,164,9803
A81066,2018,01,TS211JS,563,13,1055,1064,158,760,19,0,78,8906
A81067,2018,01,TS182BP,1547,35,1316,1322,370,1165,73,0,395,19564
A81070,2018,01,TS253DQ,865,25,999,1004,207,723,9,0,212,11564
A81602,2018,01,TS232DG,349,10,700,716,104,554,11,0,113,6202
A81608,2018,01,TS176NP,733,14,1004,1008,221,736,5,0,156,10617
A81610,2018,01,TS232DG,943,23,1174,1197,219,921,18,12,219,13670
A81611,2018,01,TS80TL,907,31,945,969,199,670,80,0,237,11660
A81612,2018,01,TS251AX,284,16,581,588,115,463,7,0,54,5657
A81618,2018,01,TS121BJ,1533,40,1864,1899,312,1257,120,0,447,22193
A81621,2018,01,TS39NB,540,0,432,444,139,405,38,0,117,6743
A81622,2018,01,TS268DF,776,26,776,778,133,652,0,0,182,9694
A81629,2018,01,TS182AP,752,16,826,832,223,678,20,0,163,10321
A81631,2018,01,TS249LJ,747,16,890,897,164,698,6,0,167,10613
A81632,2018,01,TS181HU,647,0,16,16,4,25,3,0,119,2005
A81634,2018,01,TS182EP,201,1,87,88,29,58,8,0,61,1809
A82003,2018,01,LA127BT,977,45,1281,1294,268,983,102,0,251,16073
A82004,2018,01,CA93QX,253,12,560,566,88,373,17,0,48,4693
A82005,2018,01,LA229BP,516,32,1081,1094,134,714,56,5,85,9953
A82006,2018,01,CA166QR,457,21,948,964,153,628,23,0,77,8818
A82007,2018,01,LA141LF,1522,44,1443,1488,259,1014,178,25,305,20412
A82008,2018,01,LA145ES,1750,55,1939,2006,394,1298,118,4,428,23637
A82009,2018,01,LA139SH,1440,56,2178,2236,411,1485,29,57,242,20844
A82010,2018,01,LA145JY,938,33,1151,1187,229,852,73,7,227,13685
A82012,2018,01,CA81NL,2154,84,3311,3324,543,2482,106,14,383,33829
A82013,2018,01,CA174AY,719,28,1170,1178,258,886,38,4,84,12967
A82014,2018,01,CA78DS,479,27,1221,1229,142,813,38,0,66,10256
A82015,2018,01,CA11EB,813,17,740,751,195,485,23,0,182,9756
A82016,2018,01,CA11DG,4397,115,4698,4755,660,3236,279,99,880,60544
A82018,2018,01,CA11BP,1273,49,1178,1185,107,985,70,22,386,16781
A82019,2018,01,CA12HE,1039,35,1126,1150,227,857,30,0,208,13871
A82020,2018,01,CA27AJ,1534,43,1677,1703,265,1092,116,0,391,21238
A82021,2018,01,CA139HT,1763,64,3579,3631,452,2156,86,0,311,31738
A82022,2018,01,CA57PZ,682,34,1270,1274,151,893,13,0,122,10473
A82023,2018,01,CA145UR,615,16,1061,1064,159,874,16,4,132,10368
A82024,2018,01,CA201PN,547,25,1312,1329,196,839,38,14,119,10780
A82025,2018,01,LA94JE,1304,37,1431,1445,283,1105,77,4,224,17018
A82026,2018,01,LA97HR,1731,62,3036,3060,524,2130,55,0,216,29308
A82027,2018,01,LA96SA,1193,25,2011,2023,323,1611,52,0,205,19974
A82028,2018,01,CA124DB,726,70,1774,1795,201,1205,23,0,153,15148
A82029,2018,01,CA75JH,385,17,1042,1047,132,572,7,0,44,7547
A82030,2018,01,LA62HQ,650,46,1104,1119,142,862,68,0,98,12023
A82031,2018,01,CA103LW,344,16,639,640,100,474,23,0,69,6098
A82032,2018,01,CA158EL,2423,57,2982,3003,565,1814,66,69,438,31417
A82033,2018,01,LA184BY,1121,40,1203,1235,283,864,212,0,333,17861
A82034,2018,01,LA77PW,655,35,1421,1439,202,909,47,0,106,13212
A82035,2018,01,CA118HW,1393,52,1823,1860,261,1175,54,0,252,21580
A82036,2018,01,CA118HW,958,45,1403,1410,205,1041,9,6,176,15311
A82037,2018,01,CA74AH,598,18,882,892,158,626,7,0,67,10373
A82038,2018,01,CA101RW,378,8,770,776,102,545,17,4,112,7247
A82039,2018,01,LA158AB,798,45,1322,1358,208,804,41,5,212,13390
A82041,2018,01,CA287RG,1798,39,2343,2359,366,1560,72,14,329,23736
A82044,2018,01,CA222BD,3497,88,5197,5276,831,2933,177,93,534,52194
A82045,2018,01,CA79QD,1088,28,1557,1575,237,1157,88,0,206,16822
A82046,2018,01,LA232EG,497,26,933,951,179,704,53,0,54,8709
A82047,2018,01,CA142DL,1630,41,2108,2128,294,1352,109,43,235,22230
A82048,2018,01,CA143FT,1046,17,1063,1070,204,753,18,24,202,12529
A82049,2018,01,CA142ED,812,15,808,820,140,622,26,45,135,10854
A82050,2018,01,CA142AJ,1102,26,1257,1273,205,880,84,37,206,14923
A82053,2018,01,LA117DJ,355,29,728,734,105,501,18,0,47,7270
A82055,2018,01,CA73HH,908,13,1472,1510,284,1068,36,0,180,14425
A82058,2018,01,CA287BA,635,19,895,908,113,478,10,0,97,8747
A82060,2018,01,CA287PA,627,7,948,960,180,714,33,8,74,10479
A82062,2018,01,LA142LR,588,15,746,769,156,503,10,0,142,8161
A82064,2018,01,CA222DB,867,8,1081,1093,214,906,103,17,215,11629
A82065,2018,01,LA117DJ,393,14,811,819,127,584,19,0,74,8087
A82068,2018,01,LA127BT,477,31,604,610,105,344,38,2,64,6462
A82070,2018,01,LA231BA,473,12,1193,1205,156,727,32,4,69,10639
A82071,2018,01,LA143HY,611,34,1158,1181,154,671,33,12,101,10321
A82072,2018,01,LA139RX,1316,22,1488,1540,262,1214,40,2,272,16624
A82074,2018,01,LA50DP,248,24,635,635,38,423,39,0,35,6120
A82075,2018,01,CA287BU,777,21,1095,1115,194,670,22,2,173,10409
A82077,2018,01,LA139QY,962,11,549,569,158,455,61,4,161,11001
A82608,2018,01,LA105DL,381,13,704,713,130,488,25,0,28,6898
A82617,2018,01,CA101DQ,238,8,498,498,89,394,12,0,42,4698
A82620,2018,01,CA110PD,55,4,162,163,23,114,0,7,15,1113
A82621,2018,01,LA167JP,150,7,367,368,49,236,12,0,11,3732
A82623,2018,01,CA142RW,722,19,926,941,167,686,31,0,83,10244
A82629,2018,01,LA145SL,641,11,718,730,100,492,17,10,194,7725
A82631,2018,01,CA40HP,402,20,735,739,92,444,24,0,88,6871
A82646,2018,01,CA65XA,670,19,735,738,185,664,8,0,174,8478
A82647,2018,01,LA116PH,311,30,652,653,75,435,16,2,34,5866
A82650,2018,01,LA128QF,244,7,462,465,49,256,14,0,28,4524
A82651,2018,01,LA177TE,238,3,425,428,82,352,22,11,32,5256
A82654,2018,01,CA11LB,930,35,1362,1378,184,765,102,0,212,13675
A83001,2018,01,DL166QA,1717,112,2066,2073,370,1421,63,0,523,24452
A83003,2018,01,DL150EQ,1480,47,1756,1773,415,1395,51,0,449,22354
A83004,2018,01,SR78LF,948,16,1223,1253,339,1047,17,0,244,12639
A83005,2018,01,DL13RT,1731,84,1856,1871,422,1605,87,2,508,24616
A83006,2018,01,DL36HZ,883,76,953,953,245,899,95,10,253,13564
A83007,2018,01,TS274LQ,2444,71,2285,2296,531,2171,78,2,473,31432
A83008,2018,01,DL42HP,1221,50,1276,1281,301,1117,75,0,296,16873
A83009,2018,01,DH33SL,1308,102,1697,1708,266,1206,43,1,238,18871
A83010,2018,01,DL39JP,1954,86,2183,2191,423,1529,157,0,539,27603
A83011,2018,01,DH11QW,1483,111,1378,1406,218,1092,86,5,550,19924
A83012,2018,01,SR85TW,3111,77,4157,4175,738,3275,106,0,630,44806
A83013,2018,01,DL14YL,1702,91,1820,1841,386,1361,135,0,514,22842
A83014,2018,01,DH12QW,1015,68,1359,1368,191,831,50,0,204,15214
A83015,2018,01,DL146AB,1272,64,1642,1654,382,1382,71,0,301,19768
A83016,2018,01,DH98AD,2348,87,2729,2745,673,2066,110,0,608,33115
A83017,2018,01,DH63HW,984,53,1366,1383,280,1262,43,2,211,17027
A83018,2018,01,DH85YA,4362,152,4699,4725,1097,3510,232,0,961,59321
A83019,2018,01,DH62JL,976,10,1017,1064,249,902,18,0,300,13541
A83020,2018,01,DL159HU,1748,55,2415,2425,444,1869,81,0,444,28309
A83021,2018,01,DL146RP,2775,48,3023,3042,755,2425,213,0,842,36549
A83022,2018,01,DH78NH,3920,211,4505,4525,981,3460,153,0,929,55617
A83023,2018,01,DH90AB,2329,63,2606,2635,747,2554,59,0,569,33147
A83024,2018,01,DH46RQ,1080,66,1224,1227,249,955,22,0,332,14638
A83025,2018,01,DL147EJ,2495,76,3072,3117,743,2852,132,0,762,38123
A83026,2018,01,DH76JW,1767,62,1913,1923,365,1298,45,1,494,23474
A83027,2018,01,DH64DH,1013,42,903,909,216,893,69,4,280,14908
A83028,2018,01,DH33QD,1554,102,2134,2154,433,1697,88,0,477,23614
A83029,2018,01,DH34LE,836,28,889,894,156,662,37,4,129,10960
A83030,2018,01,DH77DG,2071,79,2404,2414,473,1959,73,0,541,28198
A83031,2018,01,DL38SQ,1316,107,1729,1744,354,1446,112,2,250,21734
A83032,2018,01,DL135AF,330,41,600,603,146,616,27,0,43,6331
A83033,2018,01,DH21HS,1419,101,1770,1787,409,1574,30,0,287,20815
A83034,2018,01,DL37JR,1237,70,1246,1255,243,1057,117,5,404,17379
A83035,2018,01,DL132XD,825,24,1871,1883,276,1279,20,0,178,15628
A83036,2018,01,DH15BH,1066,124,1453,1463,254,1150,56,1,248,19163
A83037,2018,01,DL55LH,2718,129,3760,3776,710,2795,164,0,828,41501
A83038,2018,01,NE166HU,911,40,914,916,144,723,33,0,153,11238
A83040,2018,01,DL15JN,2148,100,1907,1920,556,1685,103,0,591,26927
A83041,2018,01,SR79AB,2255,40,2737,2773,563,1890,53,0,460,30287
A83042,2018,01,TS285PZ,770,25,1110,1130,229,967,43,0,151,12939
A83043,2018,01,DL120QE,380,32,922,926,153,672,10,0,71,7430
A83044,2018,01,SR84LD,1286,37,1381,1398,284,1165,55,0,275,17588
A83045,2018,01,DL178JJ,2648,77,2853,2885,531,2158,145,0,590,37658
A83046,2018,01,DL128HT,1471,116,2616,2630,451,1972,41,0,362,24625
A83047,2018,01,DL30PD,2432,91,2330,2338,570,2199,165,0,881,31931
A83048,2018,01,DL22DS,759,36,1181,1185,172,871,61,0,206,12853
A83049,2018,01,DH80BW,2042,66,2759,2772,587,2118,178,0,434,30355
A83050,2018,01,DH23DJ,1663,110,1836,1848,400,1532,108,0,364,25792
A83051,2018,01,SR77JE,2014,79,2510,2538,437,2153,54,0,432,29337
A83052,2018,01,DL166ED,1749,69,1546,1554,407,1291,66,1,476,23771
A83054,2018,01,TS213BN,2212,37,3002,3026,615,2047,52,1,591,32991
A83055,2018,01,DH12UW,525,35,604,611,127,469,11,0,110,6914
A83057,2018,01,SR84LD,1482,25,1430,1447,368,1359,79,0,272,19087
A83060,2018,01,DL135NX,328,15,465,472,124,393,20,0,48,6368
A83061,2018,01,DL23BE,385,30,651,651,110,442,30,0,88,6732
A83066,2018,01,DL54SE,2423,52,2200,2206,596,2105,115,0,597,27079
A83070,2018,01,DL21BY,810,88,1276,1281,159,1075,45,0,219,13528
A83071,2018,01,SR77JE,854,17,914,930,243,1012,15,0,213,11430
A83072,2018,01,DH70LP,477,18,743,745,97,633,5,0,152,7877
A83073,2018,01,DH97XT,952,32,1218,1235,272,944,29,0,260,14908
A83074,2018,01,DL55NH,2027,78,2253,2268,697,2132,44,0,605,28373
A83075,2018,01,SR78LF,1195,56,1529,1573,464,1660,53,0,204,19050
