PRACTICE_CODE,YEAR,MONTH,POSTCODE,depression,alzheimers,blood pressure,hypertension,diabetes,cardiovascular disease,insomnia,addiction,social anxiety,ITEMS
-,2019,12,-,505,13,167,172,45,107,70,482,141,18804
04G998,2019,12,NN36BF,116,2,161,161,8,117,15,0,42,1713
04Q998,2019,12,LN42HN,77,3,152,153,19,99,7,0,13,1293
09J998,2019,12,DA139LB,113,1,112,112,25,103,15,0,26,1798
A81001,2019,12,TS181HU,650,38,617,622,161,445,29,0,151,8351
A81002,2019,12,TS182AW,2956,100,3409,3425,661,2660,34,0,745,37440
A81004,2019,12,TS58SB,1234,39,1450,1461,347,1306,99,0,366,17562
A81005,2019,12,TS147DJ,995,48,1721,1728,290,1408,28,0,319,16769
A81006,2019,12,TS182AT,2693,60,2706,2723,575,2423,14,0,863,30464
A81007,2019,12,TS247PW,1545,22,1304,1324,279,1014,6,0,439,17283
A81009,2019,12,TS56HF,1236,19,1602,1613,392,1191,64,0,346,15959
A81011,2019,12,TS247PW,1935,29,2010,2012,297,1457,40,0,590,24637
A81012,2019,12,TS36AL,1264,9,883,888,262,691,12,0,318,11831
A81013,2019,12,TS122FF,1475,16,1418,1441,315,977,47,0,378,15157
A81014,2019,12,TS232LA,444,32,906,922,171,946,29,1,118,8952
A81016,2019,12,TS13QY,1167,27,1551,1553,388,1277,52,1,348,17889
A81017,2019,12,TS170EE,2285,75,3160,3192,637,2533,69,0,651,31550
A81018,2019,12,TS104NW,1898,30,2180,2192,570,1725,86,0,530,26452
A81019,2019,12,TS37RL,1729,24,1403,1424,347,1310,64,0,463,19548
A81020,2019,12,TS43BU,1286,56,1612,1623,374,1224,92,0,391,18163
A81021,2019,12,TS66TD,2260,50,2647,2715,698,2333,176,1,584,31381
A81022,2019,12,TS122TG,1889,24,2074,2092,416,1441,74,0,515,21217
A81023,2019,12,TS12NX,928,10,613,626,143,387,44,0,212,9871
A81025,2019,12,TS181HU,567,30,782,783,154,659,20,0,147,8238
A81026,2019,12,TS56HA,3390,53,2629,2671,645,2116,124,0,1247,36544
A81027,2019,12,TS159DD,1770,106,2169,2208,322,1696,36,0,524,23658
A81029,2019,12,TS12NX,1127,21,1019,1033,283,848,47,0,182,13126
A81030,2019,12,TS13RY,1609,51,1745,1766,400,1282,113,0,465,22552
A81031,2019,12,TS247PW,1945,43,1725,1742,320,1475,10,0,486,22849
A81032,2019,12,TS147DJ,1907,46,2040,2046,388,1559,96,0,529,23258
A81034,2019,12,TS170EE,2822,83,3201,3224,657,2464,51,0,879,37568
A81035,2019,12,TS13RX,1330,29,1404,1431,329,1078,61,1,390,17413
A81036,2019,12,TS202UZ,2744,92,3219,3238,577,2513,71,6,787,34946
A81037,2019,12,TS12NX,949,12,1072,1081,341,920,91,0,238,13224
A81038,2019,12,TS36AL,483,13,645,647,231,515,42,0,165,7792
A81039,2019,12,TS169EA,1213,41,1814,1829,328,1328,25,0,384,17333
A81040,2019,12,TS232DG,963,21,888,905,175,765,40,0,295,11935
A81041,2019,12,TS249DN,1438,41,1652,1658,319,1188,26,0,558,17188
A81042,2019,12,TS69QG,2670,57,2877,2907,638,2464,150,1,665,30698
A81043,2019,12,TS60HA,1824,28,1595,1621,304,1108,116,0,571,19436
A81044,2019,12,TS251QU,3231,88,3888,3910,874,3331,15,0,968,41329
A81045,2019,12,TS101SR,1486,29,1533,1538,292,1225,74,0,309,17268
A81046,2019,12,TS181YE,1908,69,1840,1865,347,1445,65,0,444,22983
A81048,2019,12,TS117BL,1256,67,1842,1857,303,1557,13,0,312,17943
A81049,2019,12,TS36AL,1209,16,1114,1122,359,1103,80,2,309,14551
A81051,2019,12,TS55NN,908,10,1072,1078,250,968,27,0,258,12922
A81052,2019,12,TS104NW,1653,33,2059,2079,384,1420,122,0,465,21679
A81053,2019,12,TS134HW,1582,27,1766,1833,335,1332,132,0,268,19944
A81054,2019,12,TS101UA,1671,31,1789,1801,375,1434,79,0,422,19205
A81056,2019,12,TS232JW,296,20,625,625,117,326,5,0,88,4442
